tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Justice League Unlimited,1,1,Initiation,"Jul 31, 2004",7.6,663,"After unsuccessfully attempting to recruit the Green Arrow to join the expanded League, he plays an important role with a team sent to manage a crisis in Asia.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,2,For the Man Who Has Everything,"Aug 7, 2004",8.6,834,Batman and Wonder Woman find Superman immobilized in the Fortress of Solitude by a plant sent by the would-be conqueror Mongul.,tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,3,Kids' Stuff,"Aug 14, 2004",8.0,714,"Morgaine Le Fey transforms Superman, Batman, Wonder Woman, and Green Lantern into children after Mordred uses his magic to remove all adults from Earth and keep children on the Earth.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,4,Hawk and Dove,"Aug 21, 2004",6.7,601,"Ares creates a war machine called the Annihilator to escalate a civil war in Kasnia. Hawk, Dove, and Wonder Woman try to stop his plans.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,5,This Little Piggy,"Aug 28, 2004",7.8,680,"When Circe changes Wonder Woman into a pig, Batman and Zatanna must find her and change her back.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,6,Fearful Symmetry,"Sep 4, 2004",7.9,589,"Supergirl, Green Arrow, and The Question investigate Supergirl's disturbing dreams. They discover that Cadmus created a clone of Supergirl named Galatea while she was recovering from her fight against Superman on Earth.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,7,The Greatest Story Never Told,"Sep 11, 2004",8.1,667,"The Justice League battle Mordru in the background, while the narrative follows Booster Gold as he attempts to close a walking black hole while he's supposed to be on ""crowd control"".",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,8,The Return,"Sep 18, 2004",8.5,640,"After blasting through the entire Green Lantern Corps, the android Amazo returns to Earth. Only the Justice League stands between him and his goal -- the now-reformed Lex Luthor.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,9,Ultimatum,"Dec 4, 2004",7.9,563,A team of too-good-to-be-true superheroes find out the truth about their origins and go on the rampage.,tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,10,Dark Heart,"Dec 11, 2004",7.7,539,"Most of the League battles with powerful alien nanotechnology but, realize that the waves of self-replicating robots cannot be simply destroyed. The diminutive Atom shrinks himself to stop the robots from the inside.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,11,Wake the Dead,"Dec 18, 2004",8.2,572,"A trio of high school kids accidentally resurrect Solomon Grundy, reviving him more powerful than ever but with no memories of his past. Dr. Fate, Amazo, Aquaman, and Shayera assist League regulars stopping his rampage.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
Justice League Unlimited,1,12,"The Once and Future Thing, Part One: Weird Western Tales","Jan 1, 2005",8.5,640,"While pursuing a time traveling thief, Batman, Wonder Woman and Green Lantern team up with a collection of DC Universe western heroes to battle the villain controlling him.",tt6025022,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.
