tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Dexter,1,1,Dexter,"Oct 1, 2006",8.8,8780,"Dexter's world is rocked when a rival serial murderer, dubbed the Ice Truck Killer by the media, privately contacts him and reveals that he knows Dexter's grisly secret. Meanwhile, Dexter's sister Debra is transferred to Homicide.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,2,Crocodile,"Oct 8, 2006",8.3,6216,"Dexter's world is rocked when a rival serial murderer, dubbed the Ice Truck Killer by the media, privately contacts him and reveals that he knows Dexter's grisly secret. Meanwhile, Dexter's sister Debra is transferred to Homicide.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,3,Popping Cherry,"Oct 15, 2006",8.3,5828,Dexter and Debra try to dissuade their boss from pursuing a security guard they believe he has wrongly identified as the Ice Truck Killer; Dexter's girlfriend receives an unwelcome visit from an associate of her imprisoned husband.,tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,4,Let's Give the Boy a Hand,"Oct 22, 2006",8.7,5720,"The Ice Truck Killer begins leaving body parts from his victims at sites that relate to memories from Dexter's childhood, forcing him to confront his dark personal history.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,5,Love American Style,"Oct 29, 2006",8.5,5479,"The Homicide Division is buzzing after the Ice Truck Killer's latest victim is found mutilated but alive, while Dexter gets in over his head when he stalks a murderous human trafficker.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,6,Return to Sender,"Nov 5, 2006",9.0,5748,"The Ice Truck Killer leaves Dexter a surprise at the scene of one of Dexter's recent kills, placing him firmly in the cross hairs of his own Homicide Division colleagues.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,7,Circle of Friends,"Nov 12, 2006",8.7,5367,"The Ice Truck Killer is finally identified, but something about the suspect doesn't sit right with Dexter, who must also deal with the menacing return of Rita's paroled ex-husband.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,8,Shrink Wrap,"Nov 19, 2006",9.0,5888,"The strange suicide of a powerful woman leads Dexter to suspect her shrink of murder, but he gets a shock when a visit to the suspect opens up dark secrets from Dexter's past.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,9,Father Knows Best,"Nov 26, 2006",8.6,5224,"Dexter is joined by Rita, Debra and Rudy for a weekend away when he learns that his biological father, whom he was told died thirty years ago, has just recently passed away and left him everything he owned, including his house.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,1,10,Seeing Red,"Dec 3, 2006",9.2,5874,"The Ice Truck Killer leaves Dexter the most horrifying crime scene imaginable, forcing him to confront a horrific suppressed memory from his past; Rita must hire a lawyer when her ex sues for sole custody of their children.",tt0773262,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
