tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
"Yes, Prime Minister",1,1,The Grand Design,"Jan 9, 1986",8.5,278,"The new Prime Minister is preoccupied with defense issues as he begins to learn some of the details, such as the Russians having six times as many nuclear weapons as the UK or that the armed forces could withstand a conventional attack for 72 hours at best. As only Jim Hacker can do, his ""Grand Design"" is less than practical and it is left to Sir Humphrey, now Cabinet Secretary, to inject a dose of realism. The PM also wants a cook for 10 Downing St., but wants the government rather than himself to pay.",tt0086831
"Yes, Prime Minister",1,2,The Ministerial Broadcast,"Jan 16, 1986",8.4,255,"Jim Hacker plans to introduce his ""Grand Design"" to the British public during his first broadcast as the new P.M. However, Humphrey continues to try to convince Hacker to hold off, planning to let it die.",tt0086831
"Yes, Prime Minister",1,3,The Smoke Screen,"Jan 23, 1986",8.6,240,"Sir Humphrey opposes P.M. Hacker's plan to cut taxes, so Hacker steers the Minister for Health into campaigning against smoking as a diversion.",tt0086831
"Yes, Prime Minister",1,4,The Key,"Jan 30, 1986",9.2,333,"Sir Humphrey has to scramble when the Prime Minister's Political Advisor, Mrs. Wainwright, convinces the PM that she should get her old office back. Sir Humphrey and his predecessors have been trying to get her moved for years but he may have met his match when she also suggests to the PM that he re-assign Sir Humphrey's responsibilities for promotions and appointments. When the PM orders Bernard to take away Sir Humphrey's key to the door connecting the Cabinet Office to 10 Downing Street, the Cabinet Secretary sees the light.",tt0086831
"Yes, Prime Minister",1,5,A Real Partnership,"Feb 6, 1986",8.4,225,"The Prime Minister must deal with a worsening financial crisis that requires all government Departments to cut their budgets. The belt-tightening coincides with a hoped-for civil service pay increase and Sir Humphrey and Sir Frank Gordon, the Treasury Secretary, decide they need to ensure the pay rise is announced as soon as possible. The PM thinks he has Sir Humphrey this time when his political adviser provides challenging questions about the pay rise. Sir Humphrey seeks advice from his predecessor, Sir Arnold Robinson, and develops a plan to win over the PM.",tt0086831
"Yes, Prime Minister",1,6,A Victory for Democracy,"Feb 13, 1986",8.5,240,"The Foreign Office is having problems with the PM who is starting to question their advice in favour of a more pro-US line. In question is the political situation in St. Georges' island where Marxist guerrillas are posing a threat and am impending vote at the UN to condemn Israel. Sir Humphrey and his Foreign Office counterpart connive, of course, to ensure that the PM sees things their way. The PM, however, sets about to outwit them.",tt0086831
"Yes, Prime Minister",1,7,The Bishops Gambit,"Feb 20, 1986",8.4,226,"P.M. Hacker is to appoint a new bishop, and Sir Humphrey may secure a cushy appointment on retirement if he can convince Hacker to appoint the current Dean to the bishopric.",tt0086831
"Yes, Prime Minister",1,8,One of Us,"Feb 27, 1986",8.6,222,"When the Director General of MI5 informs the Prime Minister that his predecessor was a Soviet agent, Jim Hacker learns that he had been thoroughly investigated some years previously by none other than Sir Humphrey and given a clean bill. Needing to regain the upper hand over Hacker, Sir Humphrey suggests that he order the rescue of a dog that has wandered onto an artillery range. While the ploy to get positive publicity works, it also provides Sir Humphrey with valuable leverage.",tt0086831
"Yes, Prime Minister",2,1,Man Overboard,"Dec 3, 1987",8.3,228,"The Employment Secretary wants to move army regiments to north England to save money, so Sir Humphrey leads P.M. Hacker to believe the Employment Secretary is after the P.M.'s job.",tt0086831
"Yes, Prime Minister",2,2,Official Secrets,"Dec 10, 1987",8.1,205,"P.M. Hacker wants to prevent publication of the unflattering memoirs of the previous P.M. as an official secret, and a furor erupts in the press when his actions are leaked by the press.",tt0086831
"Yes, Prime Minister",2,3,A Diplomatic Incident,"Dec 17, 1987",8.6,245,"When the French hold out for primacy over a sub-Channel tunnel, P.M. Hacker uses the info that they planted a bomb in their own embassy to obtain more favorable terms.",tt0086831
"Yes, Prime Minister",2,4,A Conflict of Interest,"Dec 31, 1987",8.1,216,"P.M. Hacker, pressured by rumors of wrongdoing in the City, is tricked by Sir Humphrey into appointing a less-than-honest man as the new Governor of the Bank of England.",tt0086831
"Yes, Prime Minister",2,5,Power to the People,"Jan 7, 1988",8.1,209,"A local councilwoman is throwing her weight around, but P.M. Hacker's plan to make local government truly responsive to its constituency motivates her to cooperate with Sir Humphrey's opposition.",tt0086831
"Yes, Prime Minister",2,6,The Patron of the Arts,"Jan 14, 1988",8.1,205,P.M. Hacker is scheduled to speak at a broadcast awards ceremony -- right after the announcement that the arts budget will be much smaller than hoped.,tt0086831
"Yes, Prime Minister",2,7,The National Education Service,"Jan 21, 1988",8.2,204,"On the advice of his political adviser, P.M. Hacker plans to eliminate the National Education Service and let parents choose the schools their children will attend. Horrified, Humphrey must prevent the precedent being set of eliminating unnecessary bureaucracy.",tt0086831
"Yes, Prime Minister",2,8,The Tangled Web,"Jan 28, 1988",8.8,219,"The Prime Minister finds himself in a bit of a pickle when he flatly denies in the House that the government has bugged MP's telephones. It turns out the government was and Sir Humphrey was aware of it. The PM wants Sir Humphrey to back him, but he refuses to participate in a cover-up. The shoe is on the other foot however when Sir Humphrey makes unwise comments to a radio interviewer thinking that the tape recorder has been turned off. The PM agrees to help him, for a price.",tt0086831
