tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Gomorrah,1,1,Il clan dei Savastano,"Aug 24, 2016",8.0,916,"Ciro Di Marzio, right hand man of clan boss Pietro Savastano, and Ciro's fatherly friend Attilio set fire to Salvatore Conte's home to cut Salvatore down to size.",tt2049116
Gomorrah,1,2,Ti fidi di me?,"May 6, 2014",8.4,766,"When Genny creates a rift with another clan, Pietro decides it's time to put him to the test and asks Ciro to mentor him. Pietro then tests Ciro's loyalty in his own unique way.",tt2049116
Gomorrah,1,3,L'omm 'e casa,"May 13, 2014",8.1,686,"Although Pietro is in jail, he still commands his clan as he engages in a battle of wills with the warden, directs the clan to make alliances, and tries to help his nephew. Recovering from an accident and now man of the house, Genny wants to impress Noemi.",tt2049116
Gomorrah,1,4,Sangue africano,"May 13, 2014",8.2,665,"African drug dealers want more of a percentage from the clan, but Don Pietro plays hardball. Meanwhile, Genny's mettle is again tested.",tt2049116
Gomorrah,1,5,Il ruggito della leonessa,"May 20, 2014",8.1,646,"Imma and Genny travel to Milan to get cash from Musi, but he has diverted their liquid investments for his own use. When he has difficulty accessing the funds, he becomes desperate and Lady Imma offers a solution.",tt2049116
Gomorrah,1,6,Roulette spagnola,"May 20, 2014",8.4,656,"Ciro goes to Spain to make peace with Conte who is now in a turf war with Russians. As a condition, Conte has Ciro negotiate a deal with them, but the Russians like to play games. Imma sends Genny to Honduras to negotiate a supply deal.",tt2049116
Gomorrah,1,7,Imma contro tutti,"May 27, 2014",8.3,614,Pressure mounts for Imma as she gathers the colonels of the family to explain their new strategy.,tt2049116
Gomorrah,1,8,La scheda bianca,"May 27, 2014",8.2,602,Ciro looks on as Genny seizes a political opportunity that will enable the clan to manage their business affairs undisturbed.,tt2049116
Gomorrah,1,9,Gelsomina Verde,"Jun 3, 2014",8.7,647,"Genny plans to lead the gang towards a bright and prosperous future, but Ciro tries to stop this by sending someone to kill Salvatore Conte's right-hand man.",tt2049116
Gomorrah,1,10,Ora facciamo i Conte,"Jun 3, 2014",8.5,620,"Bloodshed is imminent as Conte returns to Naples to avenge Tonino's murder. As Ciro tries to distract him, Daniele's life hangs in the balance.",tt2049116
Gomorrah,1,11,Cento modi per uccidere,"Jun 10, 2014",9.0,675,"As the Savastanos' rivals rally around Conte, Genny also faces trouble internally as his young supporters clash with the older lieutenants. As Imma intervenes, she learns Ciro is behind the murder of Tonino.",tt2049116
Gomorrah,1,12,Gli Immortali,"Jun 10, 2014",9.1,804,"After Imma's death, Genny finds a CD with a recording of the conversation between Ciro and Manu. Furious at Ciro's betrayal, he decides to kill all the older lieutenants in the clan. When Ciro realizes Genny's plan, he meets Conte to convince him to kill Genny and his boys.",tt2049116
Gomorrah,2,1,Vita mia,"May 10, 2016",8.0,609,"With Don Pietro in hiding, Ciro sets about building a new drug empire with Salvatore Conte.",tt2049116
Gomorrah,2,2,Lacrime e sangue,"May 10, 2016",8.0,553,"It is one year since the formation of Salvatore Conte's Alliance, and having established a new drug empire in Central America, Genny reunites with his father.",tt2049116
Gomorrah,2,3,Mea culpa,"May 17, 2016",8.7,592,"Conte recklessly takes revenge against one of Ciro's men, further weakening their fragile alliance.",tt2049116
Gomorrah,2,4,Profumo di iena,"May 17, 2016",8.0,502,"Ciro looks to cut a deal with Gennaro when new faces on the streets start causing problems. Meanwhile, Don Pietro returns to Naples.",tt2049116
Gomorrah,2,5,Occhi negli occhi,"May 24, 2016",8.2,493,"Ciro sets up a parley with Gennaro in order to avoid a full-on gang war. Gennaro agrees, but with strict orders from his father.",tt2049116
Gomorrah,2,6,'O Track,"May 24, 2016",8.4,503,Don Pietro is not happy with Genny and decides to confront him on his actions.,tt2049116
Gomorrah,2,7,Il Principe e il Nano,"May 31, 2016",8.5,487,"O'Principe enjoys his rise to power as the head of the new breed of Camorristi, but his celebrity and attitude soon makes him enemies.",tt2049116
Gomorrah,2,8,Divide et impera,"May 31, 2016",8.4,477,"Following a shocking assassination, Ciro sets out to find the killer while preventing tensions from boiling over.",tt2049116
