tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Father Ted,1,1,"Good Luck, Father Ted","Apr 21, 1995",8.0,654,"Father Dougal and Jack visit a Craggy Island fair filled with odd attractions, while Father Ted secretly tries to have a TV interview with ""Faith Of Our Fathers"".",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,1,2,Entertaining Father Stone,"Apr 28, 1995",8.0,567,"The always at a loss for words, Father Stone, visits Craggy Island and over stays his welcome.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,1,3,The Passion of Saint Tibulus,"May 5, 1995",8.3,564,Father Ted and Dougal protest a blasphemous new film on the orders of a visiting Bishop with a terrible secret.,tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,1,4,Competition Time,"May 12, 1995",8.1,512,"Father Ted, Dougal and Jack enter a talent competition visited by a BBC presenter with an odd drinking problem.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,1,5,And God Created Woman,"May 19, 1995",7.9,504,"Father Ted struggles with a crush he has for a lady visitor, and the arrival of a group of nuns.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,1,6,Grant Unto Him Eternal Rest,"May 26, 1995",8.1,478,"Father Jack dies after drinking floor polish, leaving Ted and Dougal an inheritance.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,1,Hell,"Mar 8, 1996",8.8,557,"Fathers Ted, Dougal, and Jack take a holiday in a borrowed caravan.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,2,"Think Fast, Father Ted","Mar 15, 1996",8.3,457,"Having to fix a roof leak, Father Ted tries a raffle to raise money.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,3,Tentacles of Doom,"Mar 22, 1996",8.6,479,Craggy Island gets a visit by three bishops who have come to upgrade a local holy relic.,tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,4,Old Grey Whistle Theft,"Mar 29, 1996",8.2,455,"Father Ted and Jack go on a picnic, while Dougal makes friends with a local bad boy priest.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,5,A Song for Europe,"Apr 5, 1996",8.7,544,"Father Ted and Dougal enter their song, ""My Lovely Horse"", into the Euro Song 96 contest.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,6,The Plague,"Apr 12, 1996",8.4,454,Bishop Len visits Craggy Island during a rabbit infestation.,tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,7,Rock a Hula Ted,"Apr 19, 1996",7.9,430,"Father Ted hosts the ""Lovely Girls Festival 96"" , while Dougal gives the house away to a visiting feminist.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,8,Cigarettes and Alcohol and Rollerblading,"Apr 26, 1996",8.4,462,"Father Ted, Dougal and Jack try to give up their vices for Lent.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,9,New Jack City,"May 3, 1996",8.0,448,"Father Ted and Dougal mistakenly celebrate when a sick Jack leaves, only to be replaced by someone worse.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,10,Flight into Terror,"May 10, 1996",8.6,474,"While flying home from a trip with a group of priests, Father Ted's plane encounters trouble.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,2,11,A Christmassy Ted,"Dec 24, 1996",8.9,717,"Father Ted wins the ""Golden Cleric"", for saving a fellow group of priests from an embarrassing situation.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,1,Are You Right There Father Ted?,"Mar 13, 1998",9.0,554,"Father Ted holds a, ""Celebration Of Craggy Island's Ethnic Diversity"", party to prove he's not a racist.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,2,Chirpy Burpy Cheap Sheep,"Mar 20, 1998",8.3,446,"Father Ted figures out the mystery of, ""The Beast Of Craggy Island"".",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,3,Speed 3,"Mar 27, 1998",9.2,724,A local milkman seeks revenge after Father Ted gets him fired.,tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,4,The Mainland,"Apr 3, 1998",8.6,445,"On a visit to the mainland, Mrs. Doyle and Father Jack get arrested while Ted and Dougal get lost in a cave.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,5,Escape from Victory,"Apr 10, 1998",8.3,418,Father Ted comes up with a scheme to win a football match against Father Dick Byrne.,tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,6,Kicking Bishop Brennan up the Arse,"Apr 17, 1998",9.0,577,"After losing a bet to Father Dick Byrne, Father Ted has to kick Bishop Brennan up the backside.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,7,Night of the Nearly Dead,"Apr 24, 1998",8.5,453,"After winning a poetry contest, Mrs. Doyle gets a visit by the show's host and a few of his crazed fans.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
Father Ted,3,8,Going to America,"May 1, 1998",8.4,419,"After saving a fellow priest from suicide, Father Ted is invited to work at an American parish.",tt0111958,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
