tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Pose,1,1,Pilot,"Jun 3, 2018",8.7,1489,A dancer rejected by his homophobic parents and a family man with a high-paying job find themselves being pulled into the world of ball culture in New York in the late 1980s.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,2,Access,"Jun 10, 2018",8.6,1116,"Blanca is denied access to a popular bar leading to a purposeful feud. Meanwhile, inexperienced Damon learns the truth about love and sex when he is asked on a date.",tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,3,Giving and Receiving,"Jun 17, 2018",8.8,1065,The House of Evangelista celebrates the holidays and prepares for the Snow Ball in spite of Angel's lack of holiday spirit. Elektra contemplates undergoing an affirming medical procedure.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,4,The Fever,"Jun 24, 2018",8.6,939,Candy's insecurities about her appearance are heightened when she is criticized at a ball. Blanca worries when Damon and Ricky have a medical scare that threatens to tear them apart.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,5,Mother's Day,"Jul 1, 2018",9.0,968,Blanca is forced to reconnect with her estranged siblings after the death of her mother.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,6,Love Is the Message,"Jul 8, 2018",9.1,1098,Pray Tell organizes a cabaret for the AIDS ward at a local hospital.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,7,Pink Slip,"Jul 15, 2018",8.6,850,Blanca makes a startling revelation about Lil Papi that changes the House of Evangelista forever; Elektra rethinks her means of survival when the House of Abundance is evicted from their apartment.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,1,8,Mother of The Year,"Jul 22, 2018",9.2,1075,"The ultimate showdown takes place at the Princess Ball, when the House of Evangelista battle against the House of Ferocity and Mother of the Year is decided.",tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,2,1,Acting Up,"Jun 11, 2019",8.9,903,Blanca encourages the House of Evangelista to follow their dreams. Pray Tell joins an activist group to fight for the rights of HIV-positive people.,tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
Pose,2,2,Worth It,"Jun 18, 2019",8.6,718,"Determined to be an example to her children, Blanca launches a business venture with unexpected results. Meanwhile, Ricky's travels have unpredicted consequences for his relationship with Damon, and Elektra shocks the ballroom community with a bold move.",tt7562112,"In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism."
