tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Clannad: After Story,1,1,Natsu no owari no sayonara,"Oct 2, 2008",7.6,179,"After losing a couple of baseball games, Akio Furukawa asks Tomoya to invite his friends and hell him win the game.",tt1298820,
Clannad: After Story,1,2,Itsuwari no ai o sagashite,"Oct 9, 2008",7.6,164,"Mei worries for the brother, in fact he does not yet know what will occupy after completion of school, she decides some time to live at Nagisa. A plan appears at Tomoya, how to compel Mei to think that at Youhei all be well.",tt1298820,
Clannad: After Story,1,3,Surechigau kokoro,"Oct 16, 2008",7.5,165,"Youhei and Sanae go to the appointment, they are accompanied by Tomoya, Nagisa and Mei. Mei feels still, that her brother is hopeless, in spite of intermingling with a reliable girl, she continues to worry for him.",tt1298820,
Clannad: After Story,1,4,Anohi to onaji egao de,"Oct 23, 2008",8.1,175,"Youhei does not attend school, from what his friends and Mei begin to worry. Mei, Tomoya and Nagisa go to FC and ask them, that they gave Youhei possibility again to play a soccer command.",tt1298820,
Clannad: After Story,1,5,Kimi no ita kisetsu,"Oct 30, 2008",7.6,161,"Tomoya and Nagisa come to Youhei. Tomoya fell asleep and saw the past of Misae. When Misae went to senior school, she met a strange boy that was named Katsuki Shima. He it is said that came to her, to carry out her wishes. Misae in love in Igarashi, but he has a girl already.",tt1298820,
Clannad: After Story,1,6,Zutto anata no soba ni,"Nov 6, 2008",8.7,194,"Shima knows that Katsuki not real. Real Katsuki died, and he is only his cat that accepted his form, to carry out the wishes of Misae. On an autumn festival, Misae decided to think a desire. She wished, that Katsuki always loved her and was with her. Tomoya wakes up. He understands that all of it a cat showed him.",tt1298820,
Clannad: After Story,1,7,Kanojo no ibasho,"Nov 13, 2008",7.0,155,"Tomoya, Nagisa and Youhei know that Yukine is related to two municipal bands. Her elder brother, Kazuto, leader of one of groupments. A little boy, by name Yu, comes to Yukine, that she helped to find his senior sister. Youhei decides will pretend to be senior brother Yukine. She tells that Kazuto now dead.",tt1298820,
Clannad: After Story,1,8,Yûki aru tatakai,"Nov 20, 2008",7.6,156,"Tomoya talks Yukine and other, that if bands will continue opposition, them a police will take up. Trying to prevent it, Yukine goes with Tomoya, to persuade the second band to stop opposition. Youhei consents to play the role of Katuzo, but before a battle all are helped to bread from the bakery of Furukawa, that was baked by Sanae. One only Tomoya did not eat bread,... Read all",tt1298820,
Clannad: After Story,1,9,Sakamichi no tochû,"Nov 27, 2008",8.6,173,"The end of school year approaches. Tomoya and his friends discuss the plans on the future. Kyou wants to become a nursery governess in kindergarten, Ryou decides to become train nurse, Kotomi gathers to continue educating in America, and Youhei gathers to become a model. Tomoyadid not yet decide only, that he would do farther. Nagisa falls ill again, that does not all... Read all",tt1298820,
Clannad: After Story,1,10,Hajimari no kisetsu,"Dec 4, 2008",8.0,153,"Tomoya decides that it is time reason more independent, he wants to find job; Akio arranges him to work as in a bakery a salesman. Nagisa is left back again, for this time she was able to lead a few new friends, but not able to recover a theatre group. Soon Tomoya moves from home of Furukawa in the own suites of rooms, and also settles down on work in Hikarizaka Elect... Read all",tt1298820,
Clannad: After Story,1,11,Yakusoku no sôritsushasai,"Dec 11, 2008",8.0,156,"Work of Tomoya has both pluses and minuses. He does not want, that his boss knew about the trauma of shoulder. He promises Nagisa, that will come on a festival in honour the day of Founder, but not able.",tt1298820,
Clannad: After Story,1,12,Totsuzen no dekigoto,"Dec 18, 2008",9.1,201,"Yusuke tells Tomoya a bit about the past, and also about that, how he became acquainted with Koko at senior school. After completion of school, Yusuke decided to become a successful singer, but, in the total, all went not so, and he began to do drug. Tomoya offer new position of manager in a new firm, however suggestion was anniented because his father was detained an... Read all",tt1298820,
Clannad: After Story,1,13,Sotsugyô,"Jan 8, 2009",8.8,171,"Tomoya wants to get a consent to wedding with Nagisa. Nagisa is carried out twenty, she drinks sake first, quickly gets drunk and begins to accuse Tomoya of liking to Sanae. The ailment of Nagisa returns again, from what she has to skip school, fortunately, she is not left back for this time. Later, Tomoya invites her friends and former class-mates to arrange to her t... Read all",tt1298820,
Clannad: After Story,1,14,Atarashii kazoku,"Jan 15, 2009",8.6,170,"Nagisa and Tomoya now domestic pair and live together. Nagisa decides to find job and settles down a waitress in a domestic restaurant together with Ryou. Tomoya and Akio masked, decide to visit Nagisa in a restaurant. Sanae it is said that, probably, Nagisa is pregnant. Akio at first comes in fury, but later congratulates Tomoya.",tt1298820,
Clannad: After Story,1,15,Natsu no nagori ni,"Jan 22, 2009",8.7,176,"Nagisa becomes more bedridden. She wants to bear houses, therefore Sanae invites Yagi, midwife that must help. Later Sanae talks Tomoya, that luing-ins will be not simple. Akio tells Tomoya about a that day, when Nagisa hardly not died. Tomoya and Nagisa going for a walk on a ripa thought of the name for a child.",tt1298820,
Clannad: After Story,1,16,Shiroi yami,"Jan 29, 2009",9.4,270,"Winter comes and some friends come over for New Year's Day. When Kotomi tells her research about 'Another World', Tomoya spontaneously remembers Nagisa's play. Nagisa enters the final months of her pregnancy, but she becomes sick again. On a heavy snowy day, Nagisa goes into labor two weeks early Tomoya and her family, unable to transport her to a hospital in time, is... Read all",tt1298820,
Clannad: After Story,1,17,Natsujikan,"Feb 5, 2009",9.0,207,"Tomoya has struggled with his grief and Ushio is being raised by Sanae and Akio. One day, Sanae visits Tomoya and persuades him to go on a family trip with them. When the day of the trip arrives, Sanae and Akio go out and do not return, forcing Tomoya to spend time alone with his daughter. The two decide to take the trip themselves.",tt1298820,
Clannad: After Story,1,18,Daichi no hate,"Feb 12, 2009",9.8,595,"While on the trip, Tomoya buys a toy robot he picks out for Ushio to play with after they arrive in the countryside. The next day, after staying at an inn the previous night, Tomoya and Ushio take a walk through the area and come across a field of flowers. Ushio plays in the field as Tomoya watches, but Ushio soon loses the robot in the field; they try to look for it,... Read all",tt1298820,
Clannad: After Story,1,19,Ieji,"Feb 19, 2009",9.4,274,"Tomoya and Ushio came back from their trip together. After spending a night with Nagisa's parents, they leave for Tomoya's apartment, where they will both be living from now on. Some time later, Tomoya takes a day off from work and the two meet up with Kouko Yoshino, whose sister Fuko Ibuki has finally been released from the hospital. Afterward, Tomoya and Ushio visit... Read all",tt1298820,
Clannad: After Story,1,20,Shiokaze no tawamure,"Feb 26, 2009",8.9,197,"When Tomoya drives Ushio to kindergarten he meets her nursery governess. Kyou appears her, for them conversation is strung.. After it he leaves on work. Esino asks him, that he let to Foucault to play with Ushio. Tomoya consents and Foucault comes to him home, where plays with Ushio till evening. The next day, Kyou tells Tomoya, that soon sporting competitions will be... Read all",tt1298820,
Clannad: After Story,1,21,Sekai no owari,"Mar 5, 2009",9.4,296,"Ushio suffers from the same mysterious illness Nagisa suffered that. She talks Tomoya, that again wants to leave in a trip. A month passes, Ushio is still ill, Tomoya decides to go away from work, to conduct more than time with her. Akio decides to give money to him, but Tomoya refuses. A winter comes over the months, the fever of Ushio does not think to retreat. Tomo... Read all",tt1298820,
Clannad: After Story,1,22,Chiisana te no hira,"Mar 12, 2009",8.9,229,"Returning on a hill, Tomoya sees Nagisa, but does not decide to begin to speak with her, remembering everything that, their acquaintance resulted in what. At the supreme moment, he decides to hail her. Nagisa soviet, that he did it and promises, whatever Tomoya will feel sorry about this meeting. Afterwards, Nagisa carries Tomoya in time. Tomoya comes to oneself in th... Read all",tt1298820,
Clannad: After Story,1,23,Bangai hen: Ichinenmae no dekigoto,"Mar 19, 2009",8.1,143,"For a year to beginning of events of basic history, Tomoya begins to study in the second class of senior school, and Nagisa - in the third. At Nagisa, as usual, problems with being of friends, and Youhei with Tomoya from a boredom jolly above Kyou.",tt1298820,
Clannad: After Story,1,24,Sôshû hen: Midori no ki no shitade,"Mar 26, 2009",7.9,145,"A sequel to the recently wrapped anime based on the Key Clannad franchise. After Story is a path that opens in the original visual novel after all the other paths have been opened. Life continues on for Tomoya. A few months have passed since he confessed his love to Nagisa. Now entering the second semester, he continues to meet a variety of different people, expanding... Read all",tt1298820,
Clannad: After Story,1,25,Another World: Kyou Chapter,"Jul 1, 2009",7.6,391,Tomoya finds himself in love triangle with two Fujibayashi sisters.,tt1298820,
