tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
The Knick,1,1,Method and Madness,"Aug 8, 2014",8.4,1591,"Dr Thackery is Chief Of Medicine in a 1900 New York hospital, The Kickerbocker, battling a cocaine addiction, high mortality rates and bureaucratic corruption to save lives in a world before antibiotics and blood transfusions.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,2,Mr. Paris Shoes,"Aug 15, 2014",8.0,1257,"Already fuming over the hospital's faulty new electrical system, Thackery tasks Herman Barrow, The Knick's crooked superintendent, to deliver more cadavers so he and his team can test out novel surgical procedures. With more patients dying, Algernon offers to share a procedure he learned in France, but is rebuffed by Thackery and Everett. Cornelia addresses a typhoid-fever outbreak; Lucy is taken into Thackery's confidence; Sister Harriet breaks a taboo. Algernon finds an alternative way to perform his duties.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,3,The Busy Flea,"Aug 22, 2014",8.1,1152,"An old friend of Thackery's, Abbie Alford, arrives at the hospital seeking his help. She has lost most of her nose as the result of syphilis, which she acquired from her now absent husband. Thackery agrees to perform a skin graft. Drs. Gallinger and Chickering try to learn the surgical process Edwards offered to show them but are unable to do so. Dr. Edwards is looking to open a treatment center in his basement office during night hours to treat black patients. He has to face the realities of what he can accomplish with limited resources however. Herman Barrow faces ...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,4,Where's the Dignity,"Sep 5, 2014",8.2,1071,Dr. Edwards is finally invited into the surgical theater but Thackery makes it clear that he's only there to guide Dr. Gallinger through the procedure. Herman Barrow is making money any way he can including selling bodies. Cleary tells Sister Harriet they will be working together from now on and he will be finding her future clients. He'll also be keeping 60% of the proceeds. Cornelia accompanies the uncouth health inspector Jacob Speight as he begins his investigation into the recent cases of typhoid. Thackery has been avoiding his friend Abbie Alford even though her...,tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,5,They Capture the Heat,"Sep 12, 2014",8.3,1057,"Gangster Bunky Collier shows up at the Knick after one of his pimps is shot in the leg. Thackery is called in to perform the surgery and is surprised to find Edwards there at that early hour. Barrow uses the opportunity to get a reduction in what he owes. Edwards is still performing surgeries at night and experiments with silver thread as sutures. He's called to the Robertson home when his mother falls ill. Cornelia and Jacob Speight continue their interviews in the typhoid cases. After seeing a demonstration, Thackery argues in favor of acquiring an Edison x-ray ...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,6,Start Calling Me Dad,"Sep 19, 2014",8.8,1140,"Having lost yet another patient while performing a Cesarean section, Thackery develops a completely new method to reduce the bleeding and invites Bertie Chickering to help him experiment. Their new method works quite well. The Gallinger's baby is in hospital but declining rapidly. At the funeral, Mrs. Gallinger refuses to accept her daughter's death. Cornelia and Speight are making progress in tracking down the source of the typhoid outbreak and focus on Mary Mallon who made peach Melba for all those who fell sick. Barrow tries out a second hand x-ray machine and buys...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,7,Get the Rope,"Sep 26, 2014",9.2,1399,A riot breaks out when a police officer is stabbed by a black man defending his wife. The employees of the Knickerbocker fight to protect the lives of blacks injured in the riots.,tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,8,Working Late a Lot,"Oct 3, 2014",8.3,995,"Thackery's affair with Nurse Lucy Elkins continues. Bertie continues to pursue her. There is a shortage of cocaine due to the war in the Philippines and attacks on shipping. It has a detrimental effect of Thackery who goes into withdrawal. Fortunately, Lucy has a small supply but it's insufficient to his needs. Edwards and Cornelia continue their affair as well. 'Typhoid' Mary Mallon petitions the courts to set her free. The judge isn't convinced that a person can be asymptomatic and pass on the disease and so releases her. She's soon looking for a new job as a cook. ...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,9,The Golden Lotus,"Oct 10, 2014",8.5,1005,"The Knick continues its slide into wrack and ruin, instigated by the recent riot and the cocaine shortage. Dr. Thackery is caught in a compromising position and Lucy in her efforts to help him begins her descent into possible hell as well. Dr. Thackery's secret addiction is no longer so secret after he commits and act of desperation. Dr. Gallinger's home life is falling to pieces and it looks like his temporary family unit has broken irretrievably apart. Cornelia is forced to turn to her black lover, Dr. Algernon, but he refuses to help her. Will the feisty nun ...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,1,10,Crutchfield,"Oct 17, 2014",9.1,1175,"Thackery's drug habit is catching up with him. He is growing increasingly paranoid as he is unable to perform even when under the drug's influence. When he learns that Dr. Levi Zinberg is studying the properties of blood so that it can be typed and safely transfused, he sets out to find a solution before him. It leads to tragedy however. Cornelia is determined to terminate her pregnancy and is shocked when Cleary collects her and by the identity of the abortionist. It means the end of her relationship with Algie and she decides to proceed with her wedding. Algie deals...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,1,Ten Knots,"Oct 16, 2015",8.4,952,"As Barrow and The Knick prepare to move uptown, Dr. Edwards lobbies the hospital board to be appointed permanent chief of surgery in Dr. Thackery's absence. Though his suspension has been lifted, Dr. Gallinger refuses to return as Edwards' subordinate, so he heads to Cromartie Hospital in hopes of getting Thackery to return to work. Lucy's attempts to make amends with Bertie are rebuffed; Cleary schemes to make extra money; Ping Wu demands regular medical checkups for his prostitutes; Speight attempts to trace the origins of a new plague; Cornelia nourishes a ...",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,2,You're No Rose,"Oct 23, 2015",8.5,860,"Dr. Thackery sets his sights on a return to The Knick - a request that doesn't sit well with the board. After a shocking discovery, Cornelia enlists Cleary to do a dirty job, for a price. Bertie makes a change; Robertson pushes a new subway initiative; Barrow drives up construction costs; Lucy is surprised by an unexpected visitor from home.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,3,The Best with the Best to Get the Best,"Oct 30, 2015",8.1,808,"Thackery enlists Edwards to help him test a new hypothesis. After rejecting Robertson's advances at The Knick, Lucy learns that confession isn't always good for the soul. Young journalist Genevieve Everidge works on a story about one of Thackery's rivals. Cornelia is dismayed by the limits of her husband's sympathies; Barrow faces a new adversary at Tammany Hall; Gallinger is intrigued by a discussion of eugenics at a class reunion; Edwards deals with a surprise visitor.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,4,Wonderful Surprises,"Nov 6, 2015",8.4,794,"Abby's worsening condition persuades Thackery to test out his novel syphilis treatment. Edwards comes clean to Opal, but does not get the response he expects. Cleary makes a last-ditch effort to raise funds for Harriet as her date in court arrives. Bertie undergoes physical training. Barrow loses a sponsor. Gallinger's prejudices are reinforced. Cornelia probes a suspicious death. Lucy laments her lot in life.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,5,Whiplash,"Nov 13, 2015",8.4,786,Thack experiments with the use of electricity on the brain of a morphine addict. Bertie seeks Dr Edwards' help in finding a treatment for his mother's laryngeal cancer.,tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,6,There Are Rules,"Nov 20, 2015",8.6,782,"Faced with a quandary, Bertie decides to take matters into his own hands at Mt. Sinai, enlisting Algernon to help. Thackery investigates the efficacy of hypnosis, and takes an interest in a pair of conjoined twins. Lucy lobbies Henry for a gala invitation. Cornelia visits the brother of a deceased immigrant with ties to Speight. Gallinger dines with an unwelcome guest. Barrow previews a new home for Junia. Harriet agrees to make a change.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,7,Williams and Walker,"Nov 27, 2015",8.5,768,"Thackery operates on the conjoined twins, Cornelia reaches a discovery on her investigation, a hospital charity ball takes place and the operation on Garrison Carr arises trouble.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,8,Not Well at All,"Dec 4, 2015",8.7,774,"Cornelia tells her brother about her suspicions, Thackery is preparing to operate on Abigail, Lucy discovers some shocking news about her father, Eleanor reveals a troubling secret and Barrow goes forward with his plans with Junia.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,9,Do You Remember Moon Flower?,"Dec 11, 2015",8.8,790,"Thackery and Capt. Robertson's connection and how the doctor arrived at the Knick, are revealed; the problems between Edwards and Gallinger come to a head after a medical-board hearing about Gallinger's vasectomies. Later, Cleary and Harriet engage in a joint business venture; Lucy shares memories with her father; Barrow realizes the rising costs of living well; and Cornelia and Henry face a family crisis.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
The Knick,2,10,This Is All We Are,"Dec 18, 2015",9.4,1242,"Thackery ignores Zinberg's advice at Mt. Sinai and undertakes a risky, alternative course of action; Cornelia confronts Henry about the family business; Barrow's actions at the hospital construction site are called into question; Gallinger ponders a job opportunity; and Cleary steadfastly refuses to give up on Harriet.",tt2937900,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.
