tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Persona,1,1,Episode #1.1,"Mar 17, 2018",8.8,1200,Agâh Beyoglu is upset by his initial diagnosis of Alzheimer. Agâh recognizes that forgotten is an opportunity to commit a murder that he has planned for years but is constantly delaying.,tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,2,Episode #1.2,"Mar 17, 2018",8.6,1100,The murder that Agâh had committed is the first ring of a chain of murders. Nevra finds a message on a victim that makes her reconsider resigning from her job.,tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,3,Episode #1.3,"Mar 17, 2018",8.6,1000,"An important common point between Nevra's with Agâh, who has been lost in an inquiry filled with dead ends, will emerge.",tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,4,Episode #1.4,"Apr 13, 2018",9.0,1000,"It affects not all Agah but all the people around him. A very big surprise awaits Nevra, who spent her birthday with Ates.",tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,5,Episode #1.5,"Apr 13, 2018",8.8,923,The clues of the murders made by Agah lead Nevra and Murder office to Kambura. But what they will learn there will increase the question marks in their heads.,tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,6,Episode #1.6,"Apr 13, 2018",8.9,950,Agah adds new murders to the murders he has committed. The dark face of the Agah's old friend Cemil begins to emerge. Nevra wants to solve the killings on her own way.,tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,7,Episode #1.7,"May 11, 2018",8.5,890,"Agâh is setting up new games for his secrets to not appear, but there is something he does not even know about; changing personality will cause surprise murders.",tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,8,Episode #1.8,"May 11, 2018",8.7,880,"As the mysterious ""Dog Killer"" becomes a phenomenon, he goes to a change in his Agah plans and decides to take the big step first.",tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,9,Episode #1.9,"May 11, 2018",8.4,880,Nevra believes that she now finds the cause of the murders. So she continues to investigate Kambura with all her might to stop the killings.,tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,10,Episode #1.10,"Jun 8, 2018",8.7,883,"Assuming that she found a victim of crime committed in Kambura many years ago, Nevra realizes that she was actually wrong, but she does not leave the trail of this crime and continues to climb over the clues in Kambura.",tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,11,Episode #1.11,"Jun 8, 2018",9.2,977,"The war which they gave with the memories of Nevra and Agâh are forcing them. While Agâh can not recall the details of the murders he has committed, Nevra has to rely on her past memories.",tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
Persona,1,12,Episode #1.12,"Jun 8, 2018",9.6,1400,It is impossible to escape from confronting facts when everyone is approaching the end in his story. Surprise collaborations will cause great changes in the life of Agâh and Nevra.,tt7920978,A man diagnosed with Alzheimer's decides to punish criminals.
