tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Jujutsu Kaisen,1,1,Ryômen Sukuna,"Oct 2, 2020",8.4,2400,"As Itadori cares for his grandpa, Fushiguro worries that he's carrying a cursed object of rare power. The Occult club messes with something far beyond their understanding.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,2,For Myself,"Oct 10, 2020",8.2,2100,"When Itadori wakes up in an unfamiliar room where walls have seals on them, he sees Gojou Satoru, a teacher at Jujutsu Tech resting in front of him. Who informs Itadori about the secret decision to execute him and also his two options. Either, he can be executed immediately or hunt down all fingers of Ryoumen Sakuna and be executed after ingesting them.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,3,Girl of Steel,"Oct 17, 2020",8.0,2000,"A new freshman arrives to join the Itadori and Fushiguro group. She barely arrives in Tokyo, and is already put to the test on her first exorcism mission.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,4,Curse Womb Must Die,"Oct 23, 2020",9.1,2400,"The three Jujutsu first years are sent to rescue inmates of a detention center haunted by a Cursed Womb. With the potential to spawn a Special Grade Cursed Spirit, the young Sorcerers are faced with the choice to run or die.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,5,Curse Womb Must Die -II-,"Oct 31, 2020",8.6,2000,"Yuuji fails to regain control of his own body, forcing Fushiguro to take drastic measures. Meanwhile, the school's veterans finally introduce themselves.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,6,After Rain,"Nov 7, 2020",8.4,1900,"Yuuji and Sukuna have a conversation outside the material plane, while Gojou expresses his desire to bring about a revolution in the Jujutsu world - through education.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,7,Assault,"Nov 14, 2020",9.5,3100,"Jougo, a very powerful curse, attacks Gojou on the way to his meeting - and the teacher takes the opportunity to give a special class to Yuuji.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,8,Boredom,"Nov 21, 2020",7.8,2000,"Kugisaki and Fushiguro continue to prepare for the Exchange Event, but some visitors from Kyoto decide to jump the gun and test their colleagues in the capital.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,9,Small Fry and Reverse Retribution,"Nov 28, 2020",8.3,1800,"Junpei is a fragile boy, who suffers at school, and who is about to find refuge in the world of curses. Meanwhile, Yuuji investigates murders alongside a new partner: Nanami.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
Jujutsu Kaisen,1,10,Idle Transfiguration,"Dec 5, 2020",8.5,1800,"Itadori's assignment is to investigate whether or not Junpei possesses sorcerer potential or is just an ordinary person. If he shows he has potential, he is to bring him in for questioning. Kento confronts the curse that is guiding Junpei.",tt12343534,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.
