tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Through the Wormhole,1,1,Is There a Creator?,"Jun 9, 2010",8.0,355,This program examines some recent scientific theories of the universe and conceptions about God they may suggest.,tt1513168,
Through the Wormhole,1,2,The Riddle of Black Holes,"Jun 16, 2010",8.4,270,After reviewing theories about how black holes form and how they were detected this program looks at their counterintuitive behavior that makes them seem so bizarre.,tt1513168,
Through the Wormhole,1,3,Is Time Travel Possible?,"Jun 23, 2010",8.2,259,"But if we succeed with time travel, what are the consequences of such freedom? Will we get trapped in a plethora of paradoxes and multiple universes that will destroy the fabric of the universe?",tt1513168,
Through the Wormhole,1,4,What Happened Before the Beginning?,"Jun 30, 2010",8.3,237,Following a review of the discovery and evidence for the Big Bang this program examines the progress of scientists trying to determine what went on before the Big Bang that could have caused it.,tt1513168,
Through the Wormhole,1,5,How Did We Get Here?,"Jul 7, 2010",8.0,198,Scientists explore a variety of ways that life may have formed on earth and try to recreate them.,tt1513168,
Through the Wormhole,1,6,Are We Alone?,"Jul 14, 2010",7.9,204,This program considers the likelihood that intelligent life exists elsewhere in the universe and the prospects that it may inhabit a nearby planet. Then the various methods being used to look for alien intelligence are reviewed.,tt1513168,
Through the Wormhole,1,7,What Are We Really Made Of?,"Jul 21, 2010",8.2,190,This program delves deep into the atom to find the ultimate constituents of matter focusing finally on the theoretical Higgs Boson.,tt1513168,
Through the Wormhole,1,8,Beyond the Darkness,"Jul 28, 2010",8.3,189,Scientists have discovered that the universe we see is an incidental component of all there is. This program explains how dark matter and dark energy were discovered and how scientists are struggling to understand them.,tt1513168,
Through the Wormhole,2,1,Is There Life After Death?,"Jun 8, 2011",7.7,186,Science is a long way from answering the question posed in this program. But exploring it has proved a fertile avenue for investigation into what exactly is consciousness and self-awareness.,tt1513168,
Through the Wormhole,2,2,Is There an Edge to the Universe?,"Jun 15, 2011",8.3,166,"To the average person it seems obvious that the universe must have an edge. Yet most cosmologists think that like a ball, or more likely a bagel, the universe has no end, other then a temporal one - a beginning and, perhaps, an end. But several scientists agree with the common man that there is an edge to the universe and they have some definite ideas about what is beyond the edge and how to prove their case.",tt1513168,
Through the Wormhole,2,3,Does Time Really Exist?,"Jun 22, 2011",8.2,175,After a brief explanation of how we measure time this program takes a detailed look at how we perceive time. Then it's time for the physicists to present their ideas about what time is before Steve Weinstein talks about two dimensional time.,tt1513168,
Through the Wormhole,2,4,Are There More Than 3 Dimensions?,"Jun 29, 2011",7.8,143,"To scientists it looks like the weakness of gravity, the existence of dark matter and the big bang may all be dependent on how many dimensions there are to the universe. But are the three dimensions we're used to too few or too many? This program examines the pet theories of several scientists about the dimensionality of our universe, how they are going about proving their theories and why their theories don't agree with the three dimensions that seem obvious to us.",tt1513168,
Through the Wormhole,2,5,Is There a Sixth Sense?,"Jul 6, 2011",7.6,147,"Several scientists have conducted experiments, although with somewhat questionable controls, that suggest humans may have a rudimentary capabilities for telepathy and precognition. This program reviews the studies and the scientists speculate about how these capabilities may work and why we might have them.",tt1513168,
Through the Wormhole,2,6,Are There Parallel Universes?,"Jul 13, 2011",8.0,148,"This program presents the scientific foundation for parallel universes. Then it reviews the various speculative ideas scientists are exploring about how universes form and how they interact. In our explorations we bump into our old cosmic friends; black holes, white holes, dark matter and the big bang.",tt1513168,
Through the Wormhole,2,7,How Does the Universe Work?,"Jul 20, 2011",8.0,133,"A revolution in science is underway that will transform life on Earth and ensure our survival as a species. If we can solve the equation of everything, it will present the keys to creation itself.",tt1513168,
Through the Wormhole,2,8,Can We Travel Faster Than Light?,"Jul 27, 2011",8.1,147,The laws of physics allow a variety of ways to get around the universe faster than the speed of light. These prospects are explained along with the daunting engineering challenges of making them practical and safe.,tt1513168,
Through the Wormhole,2,9,Can We Live Forever?,"Aug 3, 2011",7.7,145,This program reviews current thinking about what causes death and aging. Then it examines increasingly bizarre ideas about how to prevent them.,tt1513168,
Through the Wormhole,2,10,What Do Aliens Look Like?,"Aug 10, 2011",7.5,129,This program gives serious consideration to what life forms on other planets might look like founded on the vast diversity of life on earth now and in the past and what is now known about the environments on other planets found by the Kepler telescope. Then it indulges in a little speculation about what extra-terrestrial intelligence might be like.,tt1513168,
Through the Wormhole,3,1,Will We Survive First Contact?,"Mar 6, 2012",7.4,123,"Mankind longs for proof that we are not alone in the universe, but the moment of first contact will certainly mean the end of the world as we know it. Whether that is a bad thing for humanity or the start of a great future is the subject of much debate.",tt1513168,
Through the Wormhole,3,2,Is There a Superior Race?,"Jun 6, 2012",7.4,120,"Are races different on the inside as well as the outside? Is there such a thing as race at all? Or, could advances in technology create a superior race? The answers to these questions may tell us where humanity is headed.",tt1513168,
Through the Wormhole,3,3,Is the Universe Alive?,"Jun 13, 2012",7.2,112,"The cosmos may be a superorganism, a collection of separate bodies acting like a single being. Scientists are probing this colossal creature for its beating heart, quantum-computing brain and even its offspring. Or are space & time illusions we created?",tt1513168,
Through the Wormhole,3,4,What Makes Us Who We Are?,"Jun 20, 2012",7.3,102,What is it that gives each one of us a unique identity? As we move through life our outer appearances transform almost entirely. Our opinions and ideas change. Are we all born with a permanent sense of self or can our identities be altered?,tt1513168,
Through the Wormhole,3,5,What Is Nothing?,"Jun 27, 2012",7.3,102,"Can there be such a thing as nothing? Scientists are looking for answers in the mind-bending science of Quantum Mechanics. Their work may uncover what our cosmos is made of, how it came from nothing and when it might collapse into an empty void again.",tt1513168,
Through the Wormhole,3,6,Can We Resurrect the Dead?,"Jul 11, 2012",7.1,96,"What if death wasn't the end? Resurrecting bodies isn't enough. To truly live again, we must also resurrect our minds. Scientists are developing ways to digitally preserve the contents of our brains. We may rise again as software, embedded in new forms.",tt1513168,
Through the Wormhole,3,7,Can We Eliminate Evil?,"Jul 18, 2012",7.3,92,"Researchers are uncovering the hidden forces that inflame our inner demons, looking for ways to neutralize the source of evil in the brain. Methods include learning impulse control and stimulating altruism. But can psychopaths who lack empathy be helped?",tt1513168,
Through the Wormhole,3,8,Mysteries of the Subconscious,"Jul 25, 2012",7.4,105,"The subconscious has long been thought of as the source of our primal fears and desires. But scientists have discovered how the subconscious makes snap decisions that protect us from harm, and that it can be trained to actually heal our bodies of disease.",tt1513168,
Through the Wormhole,3,9,Will Eternity End?,"Aug 1, 2012",7.2,95,"Can time tick on forever or will time itself end? It's possible that eternity already exists, and the future is traveling back in time to shape the present. Or time might even be a holographic projection, reaching back to us from the end of eternity!",tt1513168,
Through the Wormhole,3,10,Did We Invent God?,"Aug 8, 2012",7.4,112,"Did God invent humanity? Or did we invent God? Since our brains are where we experience reality, does imagining God make God real? One neuroscientist is trying to find the answer by peering into the human mind, and seeing what God really looks like!",tt1513168,
Through the Wormhole,4,1,Is There a God Particle?,"Mar 20, 2013",7.7,106,"Scientists have hunted for a particle to explain how matter came to exist in the universe. In 2012 they found it - the Higgs Boson, the God Particle. But the discovery raises many questions. And what if we owe our existence something else?",tt1513168,
Through the Wormhole,4,2,When Does Life Begin?,"Jun 5, 2013",7.5,87,"What defines the beginning of a life? New evidence reveals that inside all of us are traces of cells from our relatives, blurring the lines between one life and another. Technology is now giving birth to new life forms made of surprising components.",tt1513168,
Through the Wormhole,4,3,Can We Survive the Death of the Sun?,"Jun 12, 2013",7.5,89,"We are all at the mercy of the Sun: someday, it will bathe us in a fiery, planetary holocaust. How can we survive the death of our star? The technology to move ourselves to Mars or another ""Earth"" sounds like sci-fi, but almost within our grasp.",tt1513168,
Through the Wormhole,4,4,How Do Aliens Think,"Jun 19, 2013",7.4,83,"By studying the non-humans in our midst, the evolution of human language, and the psychology of super-intelligent beings, scientists are learning how alien minds might function.",tt1513168,
Through the Wormhole,4,5,Will Sex Become Extinct?,"Jun 26, 2013",7.2,76,"Every person who has lived was created from the genes of one man and one woman, but human reproduction is about to undergo a revolution. Technology is close to making children from two fathers, or two mothers. If this is the case, will sex become extinct?",tt1513168,
Through the Wormhole,4,6,Can Our Minds Be Hacked?,"Jul 3, 2013",7.4,82,"Our minds store our entire lives, our memories and our deepest desires and our brains are biological computers. Could brain hackers someday be able to rewrite our thoughts similar to how computer hackers hack email?",tt1513168,
Through the Wormhole,4,7,Are Robots the Future of Human Evolution?,"Jul 10, 2013",8.1,96,"From our smartphones to our cars, we have robots that live and work beside us. We are designing them to think and move on their own. Is it possible that these objects evolve to be smarter than humans or will we choose to merge with the machines?",tt1513168,
Through the Wormhole,4,8,Is Reality Real?,"Jul 17, 2013",7.6,97,"Do we live in the ""real world"" or is it all in our mind? Our perception of reality is controlled by society. Thanks to ""the optimism bias"", we make unrealistic assessments about our own reality. Human senses capture only a small part of nature.",tt1513168,
Through the Wormhole,4,9,Do We Have Free Will?,"Jul 24, 2013",7.2,84,"What if everything that has or will happen has already been determined? Until the discovery of quantum uncertainty, physicists were convinced free will does not exist. Now other scientists have stepped into the fray, arguing that free will is an illusion.",tt1513168,
