tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Homicide: Life on the Street,1,1,Gone for Goode,"Jan 31, 1993",8.2,279,The team investigate a woman who appears to be murdering her husbands for the insurance money.,tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,2,Ghost of a Chance,"Feb 3, 1993",8.1,210,"Bayliss is primary on a major homicide of a young girl that gets national press coverage, Howard seeks help from a victim's ghost, Munch and Bolander investigate a homicide involving a couple unhappily married for 60 years while Bolander has a crush on the feisty coroner.",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,3,Son of a Gun,"Feb 10, 1993",7.9,186,"Crosetti and Lewis investigate the shooting of a fellow police officer whom Crosetti regards as a son, Howard suspects a rabid Spiro Agnew fan of murder but ends up solving the Calpurnia Church case meanwhile Bolander makes a friend whose death interrupts his date with Dr. Blythe.",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,4,A Shot in the Dark,"Feb 24, 1993",8.0,182,"Crosetti and Lewis crack the Thormann case, Pembleton and Felton spend a night out on their own searching for a Lincoln while the jumpy Bolander gives Munch a hard time over a double murder.",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,5,Three Men and Adena,"Mar 3, 1993",9.5,413,Bayliss has a new clue on his primary case and with Frank they interrogate a suspect who they believe to be the murderer of Adena,tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,6,A Dog and Pony Show,"Mar 10, 1993",7.7,177,"While Giardello is busy sending off an old friend to retirement Pembleton and Bayliss investigate the murder of a dog, Howard and Felton argue over whether Felton finds Howard attractive while dealing with a drug-related homicide and Bolander and Munch take Dr. Blythe's son on a ride along. Meanwhile, Crosetti takes care of the bed-ridden and blind Thormann.",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,7,And the Rockets' Dead Glare,"Mar 17, 1993",8.1,166,"Howard and Felton are in court over the Pony Johnson case, Crosetti and Lewis go head to head with the Secret Service and Bolander and Munch argue over drug legalization. Meanwhile, Pembleton gets an unexpected job offer.",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,8,Smoke Gets in Your Eyes,"Mar 24, 1993",7.7,183,Quitting smoking dominates the conversation ad behavior of the homicide detectives even as they solve what may be a gang-related killing of a 14-year-old boy. Lt. Giardello discovers a secret asbestos removal project on the third floor and confronts his superiors on behalf of his squad.,tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,1,9,The Night of the Dead Living,"Mar 31, 1993",8.6,207,"While pulling a graveyard shift on the hottest night of the year (with the AC on the blink) Bayliss brings in a potential suspect in the Adena Watson case, unfortunately he is twelve, Munch is angry after his girlfriend dumps him in the dark, Howard deals with a jumper in a Santa costume who tried to kill his wife with a water pistol while her sister is waiting for biopsy results, Crosetti deals with his daughter's sexuality, Bolander debates whether to ask Dr. Blythe out on a date and Felton and Lewis investigate the case of a mysterious candle lit every night next ...",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
Homicide: Life on the Street,2,1,Bop Gun,"Jan 6, 1994",8.8,238,"Felton gets a primary case, in which a family gets robbed and the mother is fatally shot. As the team investigates, the father blames himself for the loss.",tt0106028,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
