tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
The Bridge,1,1,Episode #1.1,"Sep 21, 2011",8.0,1381,"A woman is found murdered in the middle of the Oresund Bridge - on the border between Sweden and Denmark. What looks at first to be one murder, however, turns out to be two.",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,2,Episode #1.2,"Sep 28, 2011",7.9,1179,"After the murder on the bridge, the killer makes his presence known and chooses a tabloid journalist to act as a contact with the outside world.",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,3,Episode #1.3,"Oct 5, 2011",7.9,1099,"To draw attention to the increased number of people falling through the cracks of society, the killer kidnaps a homeless man and demands a large ransom from four landlords for his survival. So what is the price of a human being after all?",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,4,Episode #1.4,"Oct 12, 2011",8.0,1050,"Knowing the killer has carefully planned his crimes, Saga and Martin wonder whether they can catch him off guard by doing something he doesn't expect.",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,5,Episode #1.5,"Oct 19, 2011",7.9,1028,The murderer has groomed a number of schizophrenics to commit carefully synchronized violent crimes on the same day in Malmo and Copenhagen.,tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,6,Episode #1.6,"Oct 26, 2011",7.9,1014,A rogue policeman is killed by someone in uniform. The detectives believe that the killer for whom they are searching was the killer. They also now suspect that the killer may indeed be one of them - that he is actually is a cop.,tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,7,Episode #1.7,"Nov 2, 2011",8.1,1016,"A bus-load of children is kidnapped and are threatened to be killed. The police believe that the kidnapper is the killer, and the hunt continues.",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,8,Episode #1.8,"Nov 9, 2011",8.1,1014,"Because the detectives suspect that a policeman is involved, a profile of the killer is developed and several police fit the profile and a search among them begins. The hunt continues and a particular suspect is found.",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,9,Episode #1.9,"Nov 17, 2011",8.6,1119,Things are brought closer to home when the criminal's mask is removed.,tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
The Bridge,1,10,Episode #1.10,"Nov 23, 2011",8.7,1179,"The crime spree is resolved. However, many loose threads remain.",tt1733785,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer."
