tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Erased,1,1,Flashing Before My Eyes,"Jan 8, 2016",8.6,987,A sullen manga artist with special powers becomes immersed in a mystery he once thought was solved. When the unthinkable happens it is up to him to change the course of history.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,2,Palm of the Hand,"Jan 15, 2016",8.4,876,Satoru must quickly adjust to resuming his life in the past and finding out just how he can stop his life from being turned upside down.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,3,Birthmark,"Jan 22, 2016",8.8,893,Satoru accidentally alienates two classmates with one mistake. Later he gets a horrifying look into Kayo's home life and tries to make her happy after she tells him a sad story about her past.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,4,Accomplishment,"Jan 29, 2016",9.2,1000,"Satoru enlists Sachiko to help him invite Kayo out to a local science center. But while they enjoy themselves, Satoru starts having some intense déjà vu, which causes him to worry that he's trapped in some kind of time loop.",tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,5,Getaway,"Feb 5, 2016",8.3,804,After learning his efforts were in vain Satoru is transported back to 2006 in the midst of the manhunt for him and ends up placing his closest ally in danger.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,6,Grim Reaper,"Feb 12, 2016",8.3,786,"Satoru follows the only clue left behind by his mother , while it does prove useful Satoru struggles to stay one step ahead of the police.",tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,7,Boku Dake ga Inai Machi Recap,"Feb 16, 2016",7.6,96,A recap of episodes 1 to 6. Satoru trying to change the past and stop the murder of his classmate.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,8,Out of Control,"Feb 19, 2016",8.4,778,Satoru has an amazing breakthrough which results in a third chance of sorts. This time he is determined to revamp his game plan and change the course of time.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,9,Spiral,"Feb 26, 2016",8.9,849,"The killer finds the hiding site, though Kayo luckily manages to avoid being seen. Realizing she's still in mortal danger, Satoru tries to find a way to save her life, but worries about whether it will actually work.",tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,10,Closure,"Mar 4, 2016",8.2,781,"Satoru and Sachiko try to secure Kayo's safety by exposing her mother's abuse to the consultants. However, she passes her breaking point and goes berserk.",tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,11,Joy,"Mar 11, 2016",8.8,818,"After saving Kayo, Satoru is trying to get close to the next victim that the killer is going to be targeting. As he is going after a lead, new information about the killer is discovered.",tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,12,Future,"Mar 18, 2016",8.3,786,"Satoru wakes up in the year 2003, having been in a coma for fifteen years following Yashiro's attempt to kill him, and discovers that he has lost most of his memories, including the killer's identity.",tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
Erased,1,13,Treasure,"Mar 25, 2016",8.8,945,Satoru remembers everything and Sensei will have to decide if he has to kill him or if he needs him too much to do it.,tt5249462,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade."
