tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
South Park,1,1,Cartman Gets an Anal Probe,"Aug 13, 1997",8.0,4300,"Cartman's dream about being abducted by aliens turns out to have actually happened, and when the aliens take Kyle's brother, all of them must find a way to bring the aliens back and confront them.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,2,Unaired Pilot,"Aug 13, 1997",7.7,762,"Cartman wakes up and realizes he was abducted by aliens after hearing it from his friends. He is in major denial at first though, but even Chef is a believer.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,3,Volcano,"Aug 20, 1997",7.7,3300,The kids go hunting with the rather trigger happy Jimbo and Ned. Little do they know that a volcano is on the verge of erupting.,tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,4,Weight Gain 4000,"Aug 27, 1997",7.7,3400,"Kathie Lee Gifford comes to South Park to present an award to Cartman, and Mr. Garrison hopes to use the event to assassinate her.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,5,Big Gay Al's Big Gay Boat Ride,"Sep 3, 1997",7.6,3200,"Stan becomes distracted from the upcoming football game because his dog is gay, so he turns to the gayest man in town for advice, Big Gay Al.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,6,An Elephant Makes Love to a Pig,"Sep 10, 1997",7.6,3000,Kyle tries to crossbreed an elephant with a pig to win a science contest.,tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,7,Death,"Sep 17, 1997",8.1,3000,"Grampa wants Stan to kill him, the parents all want to kill the Terrance and Philip show, and Death just wants to kill someone.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,8,Pinkeye,"Oct 29, 1997",8.4,3200,The living dead beset South Park after a bottle of Worcestershire sauce mixes with embalming fluid at the mortuary; Tina Yothers judged a costume contest.,tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,9,Starvin' Marvin,"Nov 19, 1997",8.2,3000,"The boys sponsor a starving Ethiopian child, only to have him show up on their doorstep.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,10,"Mr. Hankey, the Christmas Poo","Dec 17, 1997",8.2,3000,"The town is forced to remove anything that either has anything to do with Christmas or is offensive in the least bit to anyone. And Kyle tries to convince everyone of the existence of ""Mr. Hankey, the Christmas Poo.""",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,11,Damien,"Feb 4, 1998",8.0,2800,The son of Satan called Damien is sent to Earth to find Jesus. Jesus and Satan end up in a fight of good and evil. The only problem is it's the same date as Cartman's birthday.,tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,12,Tom's Rhinoplasty,"Feb 11, 1998",8.0,2800,"Stan develops a crush on a substitute teacher, which makes his girlfriend Wendy jealous. Meanwhile, Mr. Garrison has plastic surgery.",tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
South Park,1,13,Mecha-Streisand,"Feb 18, 1998",7.6,2800,Barbra Streisand comes to South Park after she learns that the boys have discovered a mysterious ancient stone. She hopes to unlock the stone's magical powers and transform herself into a deadly robotic giant.,tt0121955,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
