tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Top Gear,1,1,The Legacy Begins,"Oct 20, 2002",7.2,316,"The Top Gear team tests the Citroën Berlingo Multispace; the ludicrously fast, Pagani Zonda; the exquisite, Lamborghini Murciélago; and the family sedan, Mazda6. The first brave star in a reasonably-priced car is Harry Enfield.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,2,Bus Jumps Over Motorbikes,"Oct 27, 2002",7.2,267,"The Noble M12 GTO awaits Jeremy. The Stig gets to know three fast hatchbacks: the Ford Focus RS, the Honda Civic Type R, and the Subaru Impreza, as Jay Kay, gets behind the wheel of Top Gear's reasonably-priced car.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,3,Grannies Doing Doughnuts,"Nov 3, 2002",7.3,241,"The Top Gear team try out the ultra-lightweight, Westfield XTR2; and the best-looking coupé, Aston Martin DB7. Some courageous grannies do doughnuts in a Honda S2000, as Ross Kemp, is the next star in a reasonably-priced car.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,4,Clarkson Drives the Aston Martin Vanquish,"Nov 10, 2002",7.2,229,"Against the backdrop of Die Another Day (2002), Damon Hill chooses between the Aston Martin Vanquish and the Ferrari 575M Maranello. Richard Burns talks with Jeremy, and Steve Coogan is the next star.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,5,Budget Bond Car,"Nov 17, 2002",7.3,223,"Jeremy tests luxurious cars such as the Mercedes-Benz S-Class; the Audi A8; and the Bentley Arnage T, as Richard enjoys a ride in the Mercedes Maybach 62 and reveals a budget Bond Car. Jonathan Ross is the next star in the Suzuki Liana.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,6,Grannies Attempt Hand Brake Parking,"Nov 24, 2002",7.3,225,"The Stig tests the Honda NSX Type R, as Jeremy drives the Renault Vel Satis, and the Mercedes-Benz SL55 AMG. The grannies are back; Hammond tests the new BMW Z4, and Tara Palmer-Tomkinson is the next star in a reasonably-priced car.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,7,Britain's Fastest Faith Race,"Dec 1, 2002",7.3,216,"The team find out which religion is the fastest with the help of a modified Subaru Impreza WRX STi. Richard tests a Saab 9-3; Jeremy drives a Lotus Elise 111S; Jason discovers if kids love supercars, and Rick Parfitt is the next star.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,8,Britain's Fastest White-Van Driver,"Dec 8, 2002",7.3,226,"This time, three powerful cars--Audi RS6, Mercedes-Benz E55 AMG, and Maserati Coupé--as well as five agile super-minis, are put to the test. A Lada Riva gets an extreme makeover, as the Irish actor, Michael Gambon, is the next star.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,9,Can The Stig Be Beat?,"Dec 22, 2002",7.4,219,"The Top Gear team are in search of the ultimate family car and compare the best hatchbacks. Jason and Richard put on a diet a 1995 Jaguar XJS V12, as the chef, Gordon Ramsay, has to taste some unusually prepared gastronomic delights.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,10,Britain's Fastest Faith Race 2,"Dec 29, 2002",7.3,224,"In this festive edition of Top Gear, the team still searches for Britain's fastest faith. Jeremy tests SUVs; revisits the Lotus Esprit, and announces the 2002 car of the year. Lastly, they award the prize to the season's fastest celebrity.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,11,Nissan Sunny vs. Jet Engine,"May 11, 2003",7.7,264,"Cheap thrills are this week's theme. James May joins the team to bring some hot car buying tips. The Love/Hate Board is introduced. Former footballer turned Hollywood tough guy Vinnie Jones is the Star In A Reasonably Priced Car. The team discuss the remake of The Italian Job, the Peugeot 206 Estate and a Toyota MR2 that has been dressed up to look like a Ferrari 355.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,12,Election Rally Car Showdown,"May 18, 2003",7.6,235,"Luxury is this week's theme. Jeremy reviews the Rolls Royce Phantom. Richard drives the Queen's Rover P5, described as a classic ""Gentleman's Club on Wheels"". Jeremy compares the BMW M3 with the Audi S4, and The Stig takes both cars on a lap around the test track. Politicians from different parties compete for a safe seat when they take an MG ZR for a lap around the t... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,13,Which Country Has the Fastest Supercar?,"May 25, 2003",7.6,231,"Bad cars are this week's theme. Jeremy, Richard and James discuss with the audience the worst car on sale in Britain, and prove that you can spend a lot of money and buy rubbish. In the spirit of the Eurovision Song Contest, cars from Great Britain, the United States, Italy, Germany, France and Japan compete in a quarter-mile race to find out which country makes the f... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,14,Lots of Jaguars and Boris Johnson,"Jun 1, 2003",7.6,225,Jaguars are this week's theme. Jeremy tests the new XJR and sets himself a challenge to see how long he can drive it before he becomes bored. James drives a C-Type from the 1950's and tells a yarn from the 1953 Le Mans 24 hour race. Richard looks back at the 1960's Mark II. British Member of Parliament Boris Johnson is the Star In A Reasonably Priced Car.,tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,15,Clarkson and the Porsche 911,"Jun 8, 2003",7.7,221,"Blokes are this week's theme. The Ford World Rally Championship pit crew compete against four Pirelli girls to see if a gearbox or womens' outfits are quicker to change. James looks at the Daihatsu Copen, Ford Street Ka and Triumph TR6 when he finds out if a bloke can get away with driving soft-top convertibles or if they are really girls' cars. As an antidote from al... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,16,Mitsubishi Evo VIII vs. Subaru Impreza STI,"Jun 15, 2003",7.8,218,"Speed is this week's theme. Jeremy goes to Scotland to compare the Subaru Impreza to the Mitsubishi Lancer Evo VIII. Richard takes a Peugeot 206 GTi 180 to a track day to find out if it can do justice to its predecessor, the 205 GTi. The Stig drives an Ariel Atom 2, a Caterham R400, a Lotus Elise Sport, a Radical SR3 and a Westfield XTR2 around the test track to see w... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,17,Crash Testing a Renault Megane,"Jun 22, 2003",7.9,225,"Safety is this week's theme. Richard drives a Renault Megane and tests its claim to be the safest family car you can buy by getting a real driver to crash it into another car on the test track, and puts a Talon riot control vehicle through its paces. The team reveal the results of the Euro NCAP program from crashing cars including a Renault Megane, a Ford Fiesta and a... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,18,Topless Showdown,"Jul 6, 2003",7.8,219,"Fun is this week's theme. James and Richard test the latest VW New Beetle, Citroen Pluriel, Mercedes CLK, Daihatsu Copen and Audi Cabriolet. Jeremy puts the Nissan 350Z through its paces. James explains why he thinks the Citroen DS is his greatest car. A Dalek, a Klingon, a Cyberman, Ming the Merciless, the Doctor and Darth Vader drive a Honda Civic around the test tr... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,19,Clarkson Backseat Drives a Vauxhall,"Jul 13, 2003",7.8,221,"The future is this week's theme. Jeremy finds a novel way to drive the new Vauxhall Signum while still enjoying its best features. James travels to Germany to test the General Motors Hywire concept car. Jeremy and Richard take a look at the part-car, part-motorcycle Vandenbrink Carver. Patrick Stewart makes it so when he is the Star In A Reasonably Priced Car.",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,20,Land Rover Reliability Challenge,"Jul 20, 2003",7.8,216,"Tuned cars was intended to be this week's theme. Richard compares two British shed-built super-cars, the TVR T350C, which he races against a Harrier Jump Jet, and the Noble M12. Jeremy reviews Volkswagen's first ever high-end luxury saloon, the Phaeton W12, as well as the Overfinch 580S. James finds out if the Cadillac Sixteen can help the company reverse its market w... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,21,Celebrating 40 Years of the Porsche 911,"Oct 26, 2003",7.8,222,"Jeremy goes to Detroit to review the Ford GT. Back in the studio, the team take a look at the Ford Visos concept car. Jeremy takes the Volkswagen Lupo turbo diesel on a lap of the M25 in convoy with a petrol-powered Lupo. EastEnders tough guy Martin Kemp is the Star In A Reasonably Priced Car. The Stig is set a challenge to reach 100mph (160km/h) in a Jaguar powered b... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
Top Gear,1,22,Can a Volvo Estate Jump Four Caravans?,"Nov 2, 2003",7.9,223,"Jeremy begins the show by announcing the death of The Stig after the HMS Invincible stunt in the previous episode, then he introduces a brand new Stig, whose racing suit is white, not black. Richard reviews the BMW M3 CSL, and it becomes the first car that ""Fresh Stig"" drives around the test track, while the team look at its pedigree, the original M1 and M3 and the se... Read all",tt1628033,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
