tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
The Thick of It,1,1,Episode #1.1,"May 19, 2005",7.7,583,"Minister for Social Affairs Cliff Lawton is about to be sacked if the press is to be believed. Conniving political advisor Malcolm Tucker comes up with a solution. He must resign before he is fired and thus seem to be doing the decent thing. Cliff's replacement is Hugh Abbot, well-meaning and anxious to instigate his Snooper Force, issuing honest press releases irrespective of government directives. Policy advisors Ollie and Glenn are called in to make a compromise. Tucker is horrified and has his own response.",tt0459159
The Thick of It,1,2,Episode #1.2,"May 26, 2005",8.1,509,"As press secretary Terri piles more departmental press releases on Hugh's desk, hard-hitting journalist Simon Hewitt publicly denounces his ability and Tucker is aghast to find out how ignorant Hugh is of popular culture, providing him with an idiot's guide tape. Ollie decides there should be a focus group and that they should be guided by a representative of middle England - Mary. Hugh is charmed by her. Tucker is wary and determined to get one over on Hewitt.",tt0459159
The Thick of It,1,3,Episode #1.3,"Jun 2, 2005",7.9,467,Not only is Hugh unsettled by the popularity of junior minister Dan Miller but his new Housing Bill is almost ready and it is discovered that he actually owns two houses - which would seem to be at odds with the spirit of the bill. Glenn suggests he tries to sell his flat in Notting Hill before the bill is read. Hugh hopes for some friendly publicity from the usually sympathetic journalist Angela Heaney but she is unimpressed by the dual ownership and it needs Tucker to deal with her.,tt0459159
The Thick of It,2,1,Episode #2.1,"Oct 20, 2005",8.3,441,Whilst visiting a factory Hugh is accosted by an irate woman complaining about her mother's treatment on the N.H.S. At the same time Ollie is dating a woman who is an advisor for the opposition party in the hopes that he will act as Tucker's spy. Hugh's discomfort is of course a Godsend to the other side but Ollie has to appreciate that loyalty to the party is more important than a girlfriend and help Tucker dig Hugh out of the mess.,tt0459159
The Thick of It,2,2,Episode #2.2,"Oct 27, 2005",7.9,394,"Following a cabinet reshuffle Julius Nicholson, an outside advisor, arrives to investigate the policies of all the major departments. Tucker is outraged and sees it as his job to be obstructive. Learning that the P.M.'s wife is known for her dislike of him and with his appearance on 'Question Time' fallen through, Hugh aims to soften up the press by throwing a party, only to find that Nicholson is doing the same. This really is the time for Tucker to start those Chinese whispers and put paid to Nicholson.",tt0459159
The Thick of It,2,3,Episode #2.3,"Nov 3, 2005",8.4,407,"Terri has returned from compassionate leave after her father's death and Hugh is back from holiday. The department has a new name, the Department of Social Affairs and Citizenship, though they seem to be dealing with issues no other departments want. They also have a new building but it is a disappointment - with no ventilation and the email system is down so the staff must temporarily use their own email addresses. Hugh takes a dislike to educational advisor Roy Smedley over special schools and uses Terri's computer to send Glenn an email calling him a four letter ...",tt0459159
The Thick of It,3,1,Episode #3.1,"Oct 24, 2009",8.1,352,"Following the PM's resignation there is a cabinet reshuffle and Hugh is to be replaced as secretary of state for Social Affairs and Citizenship. Unfortunately only one person is interested in taking on the post, obscure junior minister Nicola Murray. True she is very keen but she also has a fear of lifts, a husband whose firm gets government contracts and a daughter about to start at a private school. Tucker is appalled but the only other likely candidate is his left bollock with a smiley face on it so he has to steer Nicola very carefully through a by-election poster...",tt0459159
The Thick of It,3,2,Episode #3.2,"Oct 31, 2009",8.5,354,"Nicola has been in post for a week and already the press are doubting her competence. So it is not a good time to learn that 'somebody' in the department has accidentally wiped the immigration records of 170,00 people over the past few months. Nicola has a press meeting with hostile Guardian journalists coming up and Tucker must ensure that they do not get to learn of the mistake. Needless to say they do and when Glenn refuses to obey her by sacking secretary Robyn as the scapegoat Nicola feels even more undermined.",tt0459159
The Thick of It,3,3,Episode #3.3,"Nov 7, 2009",8.4,350,"Nicola and Ollie are in a hotel room at Eastbourne with annoying press officer John Duggan, trying to write her speech for the annual party conference. Glenn meets Julie Price, a tragic widow whose situation could be useful to Nicola but when Tucker tries to beef up the story it leads to a fight with Glenn - which Julie leaks on Twitter. Glenn does end up with a little T.L.C. and Nicola's speech could have been a lot worse, given that Terri was asking Robyn to provide jokes for her.",tt0459159
The Thick of It,3,4,Episode #3.4,"Nov 14, 2009",8.0,324,"Opposition minister Peter Mannion comes to visit with his spin doctor Stewart Pearson and ambitious researcher Phil. Pearson is desperate to bring old style Tory Mannion into the twenty-first century but Mannion is the only one of the party unenthusiastic about the visit. Terri is looking forward to new blood taking over the building but for Nicola, anxious to push through her Fourth Sector Path-finder policy, the visit is just another unwelcome diversion to add to the phone calls from her mother and her daughter's school.",tt0459159
