tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Chappelle's Show,1,1,Popcopy & Clayton Bigsby,"Jan 22, 2003",8.7,859,First show of the series. Sketches include a training film for employees of PopCopy.,tt0353049
Chappelle's Show,1,2,Tyrone Biggums At School & Wrap It Up Box,"Jan 29, 2003",8.0,623,"Dave introduces the character, crack addict Tyrone Bigguns, who visits an elementary school and gives (what should've been) an anti-drug lecture to a class of 11 year olds.",tt0353049
Chappelle's Show,1,3,Zapped & It's A Wonderful Chest,"Feb 5, 2003",7.6,555,"Dave discusses his turning down QVC, a parody of Roots, including an out-take reel of gags and bloopers (to the tune of 'Yakkety-Sax'), Dave shows clips from previous, aborted shows which were filmed, but never aired. A modern take on _ 'It's a Wonderful Life' (1946)_ where Dave shows a girl who curses her big breasts away, and wonders what life would've been like without them.",tt0353049
Chappelle's Show,1,4,Reparations & NY Boobs,"Feb 12, 2003",7.9,528,"Dave's in New York City's Time Square with Fear Factor's Joe Rogan, to award woman for having 'N.Y. Boobs'.",tt0353049
Chappelle's Show,1,5,Great Moments In Hookup History & Ask A Black Dude,"Feb 19, 2003",7.9,524,"Dave's sketches include; 'Ask a Black Dude, with Paul Mooney' and 'Great Moments in Hookup History'.",tt0353049
Chappelle's Show,1,6,Mad Real World & Ask A Gay Dude,"Feb 26, 2003",8.1,541,"Dave's sketches include a parody of 'The Real World, with an all-black cast and one white man.",tt0353049
Chappelle's Show,1,7,Real Movies & Wu-Tang Financial,"Mar 5, 2003",7.8,470,"Dave introduces a financial consulting firm created by the Wu-Tang Clan. Plus he gives his ""realistic"" take on some movie classics such as ""The Matrix"" and ""Pretty Woman"".",tt0353049
Chappelle's Show,1,8,Tyrone Biggums's Intervention & Racist Hollywood Animals,"Mar 12, 2003",7.8,454,"Tyrone Biggums, returns in a skit. Plus Dave takes a look at racism amongst Hollywood's top animal stars, including Flipper, Ron Tin-Tin, and Lassie.",tt0353049
Chappelle's Show,1,9,Blackzilla & Playa Haters' Ball,"Mar 19, 2003",8.0,470,"Sketches include Dave starring in his own video game. Plus, Dave introduces 'The Playa Haters' Club', and Dave's take on Japanese monster movies with 'Blackzilla!'.",tt0353049
Chappelle's Show,1,10,Piss On You & The World's Greatest Wars,"Mar 26, 2003",8.1,442,"Dave stars in a recreation of R. Kelly's infamous video. Also, a take-off on the film, 'Deep Impact' (1998), and the inner-city gang wars of the '80s.",tt0353049
Chappelle's Show,1,11,Make-A-Wish & Fisticuff,"Apr 2, 2003",7.7,418,"Dave riffs on 50 Cent's latest album, and reprises 'Turn my Headphones Up.' A spoof of the Make-a-Wish Foundation. A skit parodying The ""Magic Camera"". Musical guest; De La Soul.",tt0353049
Chappelle's Show,1,12,O'Dweeds & Trading Spouses,"Apr 9, 2003",7.9,412,"Skits include a parody of the TV series _ 'Trading Spouses' (2004)_ (between a black husband/father and white husband/father which swap families). Also: a parody sponsor's commercial for 'O'Dweeds Non-Intoxicating' marijuana. Musical guest; ""BlackStar"" (featuring Mos Def & Talib Kweli).",tt0353049
