tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Demon Slayer: Kimetsu no Yaiba,1,1,Cruelty,"Jan 22, 2021",8.5,3233,Tanjiro Kamado's life gets turned upside down when he finds out that his family was murdered by demons.,tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,2,Trainer Sakonji Urokodaki,"Apr 13, 2019",8.0,2623,"Tanjiro and Nezuko head for Mt. Sagiri per Giyu Tomioka's urges. On their way, Tanjiro encounters another demon.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,3,Sabito and Makomo,"Apr 20, 2019",8.4,2578,"The Demon Slayer Corps - An organization that's been hunting down demons since ancient times. Sakonji Urokodaki starts training Tanjiro for Final Selection, the test for joining the unit.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,4,Final Selection,"Apr 27, 2019",9.0,2776,"To pass the Final Selection, Tanjiro uses the techniques he learned from Sakonji Urokodaki and begins his fight against a demon on Mt. Fajikasane.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,5,My Own Steel,"May 4, 2019",8.2,2360,There are only four swordsmen left come dawn of the seventh day and they are issued Demon Slayer Corps uniforms and messengers crows.,tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,6,Swordsman Accompanying a Demon,"May 11, 2019",8.2,2318,In uniform and with a sword in his hand Tanjiro continues his main quest to find the demon who murdered his family.,tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,7,Muzan Kibutsuji,"May 18, 2019",8.9,2538,With Tanjiro backed into a corner by demons its Nezuko's turn to attack and prove that she no longer needs her brother's protection.,tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,8,The Smell of Enchanting Blood,"May 25, 2019",8.6,2330,"Two demons, Tamayo and Yushiro come to Tanjiro's rescue. Tamayo guides Tanjiro and Nezuko to her house where Tanjiro learns how to return demons to humans.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,9,Temari Demon and Arrow Demon,"Jun 1, 2019",8.6,2273,"Two demons, Tamayo and Yushiro come to Tanjiro's rescue. Tamayo guides Tanjiro and Nezuko to her house where Tanjiro learns how to return demons to humans.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,10,Together Forever,"Jun 8, 2019",8.6,2259,With Tamayo coming to Nezuko's aid the battle reaches its climax. Tanjiro learns about the Twelve Demon Moons organization.,tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,11,Tsuzumi Mansion,"Jun 15, 2019",7.6,2312,"Tanjiro heads to his next location southeast; on the way he meats Zenitsu, one of the swordsmen of the FInal Selection.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,12,"The Boar Bares Its Fangs, Zenitsu Sleeps","Jun 22, 2019",8.2,2200,Tanjiro gets separated from Zenitsu when he enters a mysterious house where he encounters another demon and someone else.,tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
Demon Slayer: Kimetsu no Yaiba,1,13,Something More Important Than Life,"Jun 29, 2019",8.4,2187,"Inside the mysterious house, Tanjiro battles Kyogai - The Drum Demon while Zenitsu tries to bring Shoichi to safety.",tt9335498,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister."
