tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Friday Night Lights,1,1,Pilot,"Oct 3, 2006",8.5,1221,New head coach Eric Taylor finds his every move scrutinized as he takes over leadership of Texas's No. 1 high school football team.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,2,Eyes Wide Open,"Oct 10, 2006",7.8,804,"With Jason seriously injured, Matt must step up and become the team's first-string quarterback.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,3,Wind Sprints,"Oct 17, 2006",7.8,767,The Panthers suffer a humiliating loss. Lyla tries to help Jason believe that he will walk again.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,4,Who's Your Daddy,"Oct 24, 2006",7.6,727,"Coach Taylor deals with outside influences on who to start at quarterback, with the biggest game of the year coming up against their rivals, who have taken it upon themselves to raise the bar by trashing the Panthers' locker room. His wife has no picnic, either, as she is given two days to plan a team tradition barbecue and the visiting list keeps getting bigger. Jason is moved to a rehab unit, still not accepting his situation, as his replacement and Matt, deals with competition when a new quarterback is brought in from Louisiana as a refugee from Hurricane Katrina.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,5,Git'er Done,"Oct 30, 2006",8.0,725,"While only two days away from their next game, Coach Taylor still doesn't know who to start at quarterback, and Jason still doesn't know that his best friend is spending a lot of time with his girlfriend.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,6,El Accidente,"Nov 7, 2006",7.8,678,Coach Taylor questions his principles regarding Voodoo's eligibility and is confronted with another problem when his #1 defensive player is arrested for assaulting a fellow student. Tim and Lila break Jason out of the hospital for the afternoon.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,7,Homecoming,"Nov 14, 2006",7.7,686,"Coach Taylor asks Jason to attend the upcoming Homecoming game, who begins to suspect there's something going on between Tim and Lila. Smash feels the pressure of college scouts, even though he's still a junior. Tyra and Billy plan the ultimate party for after the game.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,8,Crossing the Line,"Nov 28, 2006",7.9,681,Jason confronts Lyla about her and Tim. Matt asks Coach Taylor's daughter is she would like to go out sometime leading Taylor and his wife to worry about her.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,9,Full Hearts,"Dec 5, 2006",7.9,667,"With a very intimidating opponent on the horizon, Coach Taylor deals with his former starting quarterback and his unfaithful girlfriend and his new starting quarterback dating his own daughter. Lyla and Tim face repercussions of their own actions, and Smash deals with having to go back to his old hometown for the big game and dealing with old feelings regarding his father, all the while facing the issues surrounding his secret steroid use, especially when his sister begins to notice the changes in him.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,10,It's Different for Girls,"Dec 12, 2006",7.9,661,"While everyone is focused on the cheerleaders, who have an upcoming competition, they focus on giving Lyla a hard time. Smash begins to show signs of steroid abuse, and Coach Taylor finds another way to occupy his starting quarterback in an effort to squash Matt's efforts with the coach's daughter.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,11,Nevermind,"Jan 3, 2007",8.1,666,"The Panthers are preparing yet again for another game they can't afford to lose. Jason (Scott Porter) still finds it difficult to adjust to life at home, and the feelings he still has for Lyla (Minka Kelly) don't make it any easier. Meanwhile, at what couldn't seem like a better time, Matt's (Zach Gilford) dad comes home from Iraq, but the homecoming is not what Matt expected. To make situations even more complicated, UT has taken an interest in Coach Taylor, whose popularity continues to grow, and Smash becomes more and more dependent on unnatural substances to keep ...",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,12,What to Do While You're Waiting,"Jan 10, 2007",7.8,644,"Matt's dad decides to stay home instead of returning to Iraq, while Jason's parents level a lawsuit against the coach for negligence. Smash tries to get closer to a girl, but he keeps getting in the way, himself. The whole town awaits another game involving two other schools, with the results determining the Panthers' post-season hopes.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,13,Little Girl I Wanna Marry You,"Jan 24, 2007",7.8,640,"Smash's mom finds his steroids and reports them to Coach Taylor, forcing the coach to bench Smash for the next game. Matt's dad is recalled to Iraq leaving Matt to once again take care of his grandma. Lila's dad sets her up with a date and Jason gets upset.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,14,Upping the Ante,"Jan 31, 2007",7.8,619,"Coach Taylor continues to ride Smash while the team gets ready for their upcoming playoff game. Tim goes in search of his father and Jason stands up to Buddy Garrity, which sets him apart from Lyla.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,15,Blinders,"Feb 7, 2007",7.9,663,"When an assistant coach is quoted in the media with racial intentions, he draws a line between the team, right at playoff time. Julie and Tyra are forced to join the powderpuff game as a result for skipping class, and Julie's dad is a bit elated when she's picked for quarterback by Matt. Tyra, meanwhile, has a hard time dealing with her mother's growing relationship with Buddy Garrity, and starts taking it out on his daughter, Lila. Jason gets an invite to join the local rugby team.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,16,Black Eyes and Broken Hearts,"Feb 14, 2007",8.4,648,"Julie is confronted by her parents regarding her growing relationship with Tyra. Matt tries his hardest to get back in Julie's good graces. Meanwhile, the post-season is in jeopardy as Coach Taylor remains divided over firing his offensive coordinator or standing by his friend, which is the key to one quarter of the team taking a stand by sitting out of the next game.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,17,I Think We Should Have Sex,"Feb 21, 2007",8.2,644,Mrs. Taylor confronts Julie after seeing Matt buying condoms; Coach Taylor accuses Tim's father of stealing a camera from his office; Buddy Garrity fires Tyra's mother from the dealership.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,18,Extended Families,"Feb 28, 2007",7.8,573,"When his wife throws him out of the house, Buddy Garrity turns to Coach Taylor and Lyla turns to Jason. Julie turns to her mother when an accident happens involving Tyra's mother, even though she knows she's not supposed to be hanging out with Tyra. And Waverly's father turns to Smash when he fears that she has taken a personal change without consulting her father.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,19,Ch-Ch-Ch-Ch-Changes,"Mar 21, 2007",8.1,588,"With TMU trying to recruit Coach Taylor, Julie insists that she will not be moved away from Matt and Dillon. The quad rugby recruiters in Austin deliver some bad news to Jason. Riggins becomes friends with a single mother and her son.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,20,Mud Bowl,"Mar 28, 2007",8.8,709,A chemical spill forces Coach Taylor and the Panthers to seek another facility in which to play the crucial State semifinal game.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,21,Best Laid Plans,"Apr 4, 2007",8.2,574,"Coach Taylor makes a final decision about whether to take the job at Texas Methodist University, while Tyra's secret is revealed.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,1,22,State,"Apr 11, 2007",8.9,698,"The Panthers gear up for the state championship, as the rumor about Coach Taylor spreads. Meanwhile, Tami receives some news.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,1,Last Days of Summer,"Oct 5, 2007",7.7,541,"As a new school season gears up the Dillon Panthers find themselves without Coach Taylor, who is also missed by expectant mom Tami and adrift daughter Julie.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,2,Bad Ideas,"Oct 12, 2007",7.6,493,Eric and Tammi's separation takes its toll; Landry and Tyra become closer while Matt and Julie drift apart meanwhile the Panthers gear up for a new season.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,3,Are You Ready for Friday Night?,"Oct 19, 2007",7.8,483,Matt takes it upon himself to try to curb Smash's enthusiasm for the upcoming season. Tim turns to Lila when he spots his brother leaving his neighbor's house. Jason turns his attention on Mexico in an effort to walk again. Buddy turns to Coach Taylor to convince him to return as coach of the Panthers.,tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,4,Backfire,"Oct 26, 2007",7.6,474,"Eric quits his college coaching job to return home to his family and the Panthers, but the latter doesn't look very promising when the old coach fights his termination after only two games. Tim accompanies Jason to Mexico where a questionable medical procedure gives Jason hopes of walking again. After making an appearance in the Lord's name in a boys' home, Lila takes it upon herself to show a recently-release inmate the light. Landry's father is called into work after the body that he and Tyra disposed of is discovered.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,5,Let's Get It On,"Nov 2, 2007",8.1,474,"Upon returning to the Panthers, Coach Taylor finds himself trying to mend broken fences between his quarterback and his halfback and attempts to find a little intimate time with his wife. Tim recruits Lila in trying to talk Jason out of the risky surgery he has scheduled in Mexico, while Landry's father tries to put up a fence between his son and Tyra.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,6,How Did I Get Here,"Nov 9, 2007",8.0,466,"Upon returning to Dillon, Tim finds his team locker empty, while Coach Taylor deals with Jason and offering him a coaching job, while, at the same time, dealing with his own job not paying as nearly much as what he was getting the previous year. Lila's friend from the boys' school shows up with her father in hopes of a tryout with the Panthers and Landry's father nears the truth about his role in a death.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,7,Pantherama!,"Nov 16, 2007",7.6,468,"The coach's wife enlists the aid of Tyra and Lila to secure entertainment for the annual Pantherama event, while the coach enlists the aid of Buddy, who found a hot new football player for him, but the new prospective star has a family that's run out on him, and Tami won't let him play football until that scenario is amended. Julie enlists the aid of journalism in an effort to help her get over the loss of Matt. Smash doesn't want help from anybody, while he turns his back on the possibility of a great education, opting out, instead for a chance at more recognition ...",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,8,Seeing Other People,"Nov 30, 2007",7.8,501,"Tami manages to alienate her husband and her daughter. Smash manages to alienate a prospective teammate while on a college visit. Matt manages to alienate the young lady who cares for his grandmother and the girl from school who was sweet on him. After alienating the team, Tim still finds himself trying to get back on the team, which, embarrassingly, lost their last game. Landry agrees to meet the brother of the man he killed for Tyra, who originally agreed to meet the man who wanted to make amends for his brother",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,9,The Confession,"Dec 7, 2007",8.0,458,"Landry gives into his better judgment and confesses about what he did while trying to save Tyra. Santiago feels the pressure about the upcoming football game, while pressure mounts between Julie and her mother surrounding the christening of the new baby in the family. Tim feels the pressure of his new roommate, while Jason does his best in getting back into the dating world.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,10,There Goes the Neighborhood,"Jan 4, 2008",8.3,462,"After a tornado rips through the surrounding country side, bombs begin to fly: Coach Taylor drops a bomb on his team by being host to a rival team when their school and field is damaged, Lila drops a bomb on her father about her mother's impending nuptials, and Tyra drops a bomb on Landry about attending Dillon High School's formal dance. Meanwhile, tensions grow around the Taylor household surrounding Tim living in the house.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,11,Jumping the Gun,"Jan 11, 2008",8.0,435,"The coach's need for his own space in his own house doesn't just stop at throwing out Tim, even though his wife has her own needs when it comes to caring for her family and Smash's need for choosing a college is taking its toll on his family, especially his mother.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,12,Who Do You Think You Are?,"Jan 18, 2008",7.8,428,"Matt doesn't want to break his bond with his grandmother's nurse, who's moving back to her native country. Smash and Noelle are pressured by their parents to break the bond they have between them. Tami doesn't want to break the bond with her infant daughter by leaving her at daycare. And as Santiago's former friends show up at his house to retrieve their bond, Buddy feels the bond with his material possessions, while his daughter, Lyla, takes a job at a Christian radio station.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,13,Humble Pie,"Jan 25, 2008",7.9,411,"As the athletic director, it falls to Coach Taylor to find a new girls' volleyball coach, and he stops at his own wife, who searches for her newest player. Jason takes a new job working for Buddy Garrity and Smash has some fallout of his own after getting arrested. Tim's given a few days to give back the money he stole while he still makes a play for Lyla.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
Friday Night Lights,2,14,Leave No One Behind,"Feb 1, 2008",8.5,447,"The hardships in Saracen's life begin to get to him, and he and Riggins, who is still pining away for Lyla, commiserate; Julie feels left out when it seems like her mom is more focused on the volleyball team than on her; Smash's suspension hurts the rest of the team's morale, and it has an unexpected consequence for him; Tyra becomes jealous of Landry's new girlfriend.",tt0758745,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
