tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Scam 1992: The Harshad Mehta Story,1,1,Risk Se Ishq,"Oct 9, 2020",9.1,2500,"In the 70's, a Ghatkopar-based middle-class lad joins the stock market and soon picks up the art of jobbing. where will this new found skill take him in future?",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,2,Cobra Killer,"Oct 9, 2020",9.1,1900,"A bankrupt and fatherless Harshad fights despair and starts a firm, Growmore Consultancy. His friend, Pranav Sheth gets him corporate clients and Bhushan comes on board.",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,3,Paise Ki Dukaan,"Oct 9, 2020",9.2,2000,"Once the money market catches Harshad's fancy, he launches his own cartel of brokers and starts dealing with banks. Soon he bags SBI as his client and fate takes a U turn. Watch ahead to know how",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,4,Harshad Mehta Is A Liar,"Oct 9, 2020",9.3,1800,"Harshad's sudden success catches the attention of a young financial journalist, Sucheta Dalal who is actively looking for evidence against him. Will Harshad at all get to enjoy his extravagant life to his heart's content ?",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,5,Kundali Mein Shani,"Oct 9, 2020",9.2,1600,RBI Governor on seeing fishy transaction in Harshad's SBI account ask the bank to keep a close eye on his fund movements. Harshad in his safeguarding attempt tries to sweep the 500 crores off the books. Will this go unnoticed?,tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,6,Stop Press,"Oct 9, 2020",9.2,1600,"While Harshad clears off most of his debts to SBI, Sucheta, on receiving a tip off from Bellary just won't give up her ordeal of exposing the fraud of 500 crores. Both have just twenty four hours to turn table",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,7,Dalal Street Ka Dariya,"Oct 9, 2020",9.1,1600,Venkitarajan gets to know that there are multiple banks involved in the money scam and that the scam is much bigger in stature than what it appears on the surface. RBI installs an investigating committee. What are the findings?,tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,8,Matador,"Oct 9, 2020",9.4,1600,"Once Sucheta get to know from Venkatarajan about the involvement of NHB in the scam, she releases this news which leads CBI to start with interrogation of Pherwani. Harshad fears of Pherwani telling the truth. What will Harshad do next?",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,9,Ek Crore Ka Suitcase,"Oct 9, 2020",9.5,1800,The government tries to negotiate with Harshad Mehta and his lawyer but eventually it didn't work. And one day Harshad along with his lawyer Mr.Ram Jethmalani conducted a press conference in which publicly tell everyone that the then PM Mr.PV Narsimharao had been given a briefcase of Rs. 1 crore.,tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
Scam 1992: The Harshad Mehta Story,1,10,Main History Banana Chahta Hoon,"Oct 9, 2020",9.5,2000,"Delhi strikes a deal with Harshad, based on which he withdraws his press statement. Growmore get back to life with most of Harshad's assets being frozen. However, Bhushan's revelation is soon going to turn Harshad's world upside down.",tt12392504,"Set in 1980's and 90's Bombay, it follows the life of Harshad Mehta, a stockbroker who took the stock market to dizzying heights and his catastrophic downfall."
