tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Band of Brothers,1,1,Currahee,"Sep 9, 2001",8.7,8700,Easy Company goes through training under the leadership of a captain who relentlessly pushes them to their limits but may be limited as a leader in the field.,tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,2,Day of Days,"Sep 9, 2001",9.2,8100,Easy Company paratroopers jump behind enemy lines in Normandy on D-Day and struggle to reunite in hostile territory.,tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,3,Carentan,"Sep 16, 2001",9.0,7300,"Easy Company takes on German troops in the French town of Carentan, and the battle takes its toll on one soldier who is badly traumatized by the experience.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,4,Replacements,"Sep 23, 2001",8.9,6900,"With the addition of many new men, Easy Company heads to Holland to participate in Operation Market Garden and prepare an Allied route into Germany, but they meet stiff German resistance.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,5,Crossroads,"Sep 30, 2001",8.9,6800,"Winters writes a report on the challenge of an unexpected resistance to a German attack, and is haunted by his conscience after shooting a teenage German SS soldier.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,6,Bastogne,"Oct 7, 2001",9.3,7700,"In the dead of winter, the men of Easy Company fend off frostbite and hunger - in addition to the enemy - while holding the line in a forest outside of Bastogne. Meanwhile, exhausted medic Eugene Roe finds friendship with a Belgian nurse.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,7,The Breaking Point,"Oct 14, 2001",9.4,7400,"Easy Company remains in the Ardennes Forest preparing for an inevitable attack on German forces in the town of Foy. However, morale is low due to cold weather, constant shelling, poor leadership, and numerous casualties.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,8,The Last Patrol,"Oct 21, 2001",8.8,6300,"Easy Company is in Hagenau in Feburary 1945, where they prepare for a night patrol mission to capture German prisoners. The patrol includes one veteran who is despised for missing Bastogne and a new lieutenant fresh out of West Point.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,9,Why We Fight,"Oct 28, 2001",9.5,8100,"As the Allies move into Germany and the war comes closer to an end, disillusionment and anger set in for Easy Company - until they stumble onto a concentration camp abandoned by the German military.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
Band of Brothers,1,10,Points,"Nov 4, 2001",9.2,6500,"As the Germans surrender, it appears that the hard days for Easy Company are over when they are stationed in Austria. However, they soon learn that those soldiers without enough service points will be sent to fight in Japan.",tt0185906,"The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day."
