tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Hunter x Hunter,1,1,Departure × and × Friends,"Apr 17, 2016",7.6,1200,"Twelve-year-old Gon Freecss catches Whale Island's monster fish, the ""Master of the Swamp"" to gain permission from his Aunt Mito Freecss to take the Hunter Exam. Aboard the ship going to the location of the examination, Gon impresses the Captain when he predicts a violent storm approaching and meets Leorio and Kurapika.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,2,Test × of × Tests,"Apr 24, 2016",7.8,956,"Gon, Kurapika and Leorio reach Dolle Harbor and told by the captain to head for the cedar tree on the hilltop behind the city. The three are stopped by a group of masked people and an old woman posts a riddle requiring them to choose between 2 possible answers.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,3,Rivals × for × Survival,"May 1, 2016",7.7,882,"Gon, Kurapika, and Leorio arrive at Zaban City, the venue of the Hunter Exam, where they meet Tonpa another friendly veteran examiners.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,4,Hope × and × Ambition,"May 8, 2016",8.0,861,"Gon befriends Killua. Leorio nearly gives up, but Gon waits for him until Leorio gains the motivation to catch up. Later, the group shares their own reasons of becoming Hunters.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,5,Hisoka × is × Sneaky,"May 15, 2016",8.2,847,"The marathon through the wetlands starts, with Leorio and Kurapika getting separated from Gon and Killua. In the fog, many applicants try to take down Hisoka.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,6,A × Surprising × Challenge,"May 22, 2016",7.5,830,"Gourmet Hunters Menchi and Buhara task the applicants to cook a pork dish with meat from the worlds most dangerous pig for the second phase, to the annoyance of applicants.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,7,Showdown × on × the Airship,"Jun 5, 2016",8.3,863,"Chairman Netero sees and challenges them to a game that involves getting a ball from him, telling them that they will automatically become Hunters if they succeed.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,8,Solution × Is × Majority Rules?,"Jun 12, 2016",7.8,795,"For the third phase, the candidates are abandoned at the top of Trick Tower, wherein long-term criminals are kept. They are given 72 hours to get out alive and pass the exam.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,9,Beware × of × Prisoners,"Jun 19, 2016",8.3,828,Gon faces off against Sedokan and Majitani faces off against Kurapika who reveals a startling and scary secret.,tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,10,Trick × to the × Trick,"Jun 26, 2016",7.9,811,"Leorio has to postpone the start of his match until Kurapika officially ends his. However, his opponent is unconscious and cannot surrender. Leorio eventually begins his match, in which the game is gambling.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,11,Trouble × with the × Gamble,"Jul 10, 2016",8.6,927,Leorio's match continues and he struggles to think of bets he is certain to win. Killua faces a serial killer in a fight to the death.,tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,12,Last x Test of x Resolve!,"Jul 17, 2016",7.9,797,"The group must spend the 50 hours Leorio gambled away in a confined room. Once they are out, they must decide by majority on which path to take: one takes 45 hours and allows all 5 to pass, the other takes is faster but only 3 can pass.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,13,Letter × From × Gon,"Jul 24, 2016",4.4,783,Mito reads a letter from Gon recapping his adventure so far.,tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,14,Hit × the × Target,"Jul 31, 2016",7.6,770,"After exiting Trick Tower, the contestants are taken to Zevil Island to begin stage 4. Each contestant picks a number out of a box and must hunt the contestant with that number on the island.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,15,Explosion × of × Deception,"Aug 7, 2016",8.0,777,"Gon is relying on Bloodcrazy Butterflies to find his target, Hisoka, before waiting for the perfect time to use his skill with the fishing rod to snatch Hisoka's tag. Meanwhile, Leorio is tricked by Tonpa and loses his own tag, but Kurapika helps him recover it.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,16,Defeat × and × Disgrace,"Aug 14, 2016",8.8,896,"Kurapika and Leorio are being stalked by Hisoka, but they managed to negotiate their way out of a fight. However, the encounter leaves Hisoka aroused, so he leaves in search of a new target. Gon is able to use his fishing rod to snatch Hisoka's tag right when Hisoka attacks his target. However, as Gon tries to escape, he is attacked by another applicant and loses his ... Read all",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,17,Trap × in × the Hole,"Aug 21, 2016",7.9,775,Killua grows tired of having Imori shadowing him so he challenges Imori to a fight.,tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,18,Big × Time × Interview,"Aug 28, 2016",8.0,767,Gon and his friends have been trapped inside a cave by poisonous snakes.,tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,19,Can't Win × But × Can't Lose,"Sep 11, 2016",8.9,947,Gon and his friends have advanced to the final phase of the Hunter Exam.,tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,20,Baffling Turn × of × Events,"Sep 18, 2016",9.0,1000,"Gon wakes up, and finds himself being congratulated by Satotz for being the first person to pass the Hunter Exam.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
Hunter x Hunter,1,21,Some × Brother × Trouble,"Sep 25, 2016",7.8,757,"After winning the exam everyone is on their path. Gon,kurapika and leorio team up to help killua.",tt2098220,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
