tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
The IT Crowd,1,1,Yesterday's Jam,"Feb 3, 2006",7.6,2630,Jen starts at Reynholm industries as the IT Manager. But it turns out she doesn't know anything about computers.,tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,1,2,Calamity Jen,"Feb 3, 2006",8.2,2469,Denholm invites a stress expert when he starts a war against stress. Jen has a shoe problem which has a serious effect.,tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,1,3,Fifty-Fifty,"Feb 10, 2006",7.8,2223,"When Roy gets dumped after a date, he starts believing that girls go for ""bad boys"" and creates a fake profile on a dating site and, surprisingly, gets a response. Meanwhile, Jen starts flirting with a security guard.",tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,1,4,The Red Door,"Feb 17, 2006",8.0,2242,"Moss puts a picture of his head on his cup to make sure it doesn't get lost. Curious about the red door behind Roy's desk, Jen ignores the boys' warnings never to open it, and goes in. She finds the vampiric Richmond inside.",tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,1,5,The Haunting of Bill Crouse,"Feb 24, 2006",8.5,2396,"Jen goes on a bad date with a colleague, Bill. Not wanting to ever see Bill again, she asks Moss to come up with a lie that would send Bill away for good if he comes to visit her. Moss panics under pressure and tells Bill that Jen is dead.",tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,1,6,Aunt Irma Visits,"Mar 3, 2006",8.1,2218,Jen has her period and she starts to see the same symptoms in the boys. They say that it's impossible but they reconsider after they start having the same symptoms as Jen. They're even given their own website after talking about it online.,tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,2,1,The Work Outing,"Aug 24, 2007",9.5,5026,"Jen's new boyfriend invites Roy, Moss and Jen to a controversial theatre play, which creates a series of misunderstandings that end up having unintended consequences of epic proportions.",tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,2,2,Return of the Golden Child,"Aug 31, 2007",8.2,2118,Denholm dies and they have to go to the funeral and Roy is worried about dying.,tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,2,3,Moss and the German,"Sep 7, 2007",8.2,2124,"Jen complains that Roy and Moss spend too much time together, so Moss takes a German cooking class.",tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
The IT Crowd,2,4,The Dinner Party,"Sep 14, 2007",8.7,2274,"Jen has met someone normal, and plans for a nice dinner party. Things go awry when Jen invites her workmates after her original male guests cancel.",tt0487831,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
