tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Mr. Bean,1,1,Mr. Bean,"Apr 2, 1992",8.9,2000,"Mr. Bean sits an exam and is confident until he realizes he has studied the wrong math equations. Mr. Bean tries to change into his swim trunks at the beach without anyone seeing his bits. Last, Mr. Bean tries to stifle a sneeze in church.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,2,The Return of Mr. Bean,"Apr 9, 1992",8.8,1700,"Mr. Bean goes to a department store and buys various items. Afterwards, he goes to a fancy restaurant where he tries to dispose his awful-tasting meal. Finally, Bean goes to a Royal greeting and gets into mischief.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,3,The Curse of Mr. Bean,"Apr 16, 1992",8.9,1700,"Mr. Bean deals with various challenges, situations, and his own fears. Here he goes to swimming pool, parking garage and cinema.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,4,Mr. Bean Goes to Town,"Apr 23, 1992",8.5,1500,"Mr Bean purchases a new TV, only to experience a spot of reception trouble. He then takes a stroll in the park to try out his new camera, which is promptly stolen. This leads to an identity parade, where Bean does his best to discover the identity of the camera thief. Later, Bean's night on the town spells disaster for a stage magician. Lastly, Mr Bean shows of his da... Read all",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,5,The Trouble with Mr. Bean,"Apr 30, 1992",8.7,1500,"Mr Bean, late for his dental appointment, tries to get dressed and clean his teeth whilst on the way. After arriving just in time for the appointment, he ends up administering an anesthetic to the hapless dentist. After visiting the dentist, Bean has a picnic in the park, where he tangles with a pesky fly and a remote-control toy boat.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,6,Mr. Bean Rides Again,"May 6, 1992",8.6,1500,"At the bus stop, Mr Bean tries his best to revive a heart attack victim before using an ambulance to jump-start his own mini-car. Later, when posting a letter, he loses his only stamp, but that doesn't stop him from sending his letter on its way. Whilst preparing for his holiday, Mr Bean demonstrates a novel (if not entirely efficient) method of packing, then disposes... Read all",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,7,"Merry Christmas, Mr. Bean","Dec 29, 1992",9.0,2300,"While Christmas shopping, Mr Bean purchases a bulky string of tree lights before making a shambles of a department store toy section. He later manages to acquire a free turkey and Christmas tree, and attempts to conduct a Salvation Army band. Finally, during Christmas dinner, Bean has quite a surprise in store for his long-suffering girlfriend.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,8,Mr. Bean in Room 426,"Feb 17, 1993",8.7,1500,"Mr. Bean goes to a hotel where he causes trouble and seeks competition in his hotel neighbor. After he eats some spoiled oysters, he wakes up at night from some loud noise and ends up being locked out of his room.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,9,"Mind the Baby, Mr. Bean","Apr 25, 1994",8.5,1400,"Mr. Bean spends a rather unusual day at a Funfair attraction with a rather unusual baby which he accidentally found. Mr. Bean tries to find ways to keep the baby occupied while he goes on his rides. In the end, the baby is returned to its mother and Mr. Bean calls it a day.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,10,Do-It-Yourself Mr. Bean,"Jan 10, 1994",8.9,1500,"Mr. Bean hosts a New Year's party with his friends Rupert and Hubert. The next day, Bean buys many tools and appliances to decorate and improve his apartment. He decides to paint his room by covering everything in newspaper and using a firecracker to blow up a paint can and paint his room.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,11,Back to School Mr. Bean,"Oct 26, 1994",8.6,1400,Mr. Bean goes back to school for an orientation day while he sees the different projects and activities in which he gets into mischief.,tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,12,"Tee Off, Mr. Bean","Sep 20, 1995",8.5,1400,"Mr. Bean goes to a laundromat where he washes his clothes and other various items and ends up causing trouble with the other people and their laundry. Afterwards, he heads off to a mini golf course where he plays but ends up following the ball everywhere it goes and continues to play even when it's not on the course.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,13,Goodnight Mr. Bean,"Oct 31, 1995",8.6,1400,"Mr. Bean goes to the hospital to have a tea kettle removed from his hand, and while trying to get in faster ends up with him getting in much later. Afterwards, he decorates a British guard so that he can take a picture. After he has insomnia, Mr. Bean finally finds the solution and falls asleep.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,14,Hair by Mr. Bean of London,"Nov 15, 1995",8.6,1300,"When Mr. Bean has to wait a few minutes for the hairdresser who's called away by the telephone, he starts playing barber, so three consecutive costumers have their hair done by him, but his inverse Midastouch strikes again: woe their hair and the real hairdresser they complain to! Next he goes to a pet show, starting of by cheating at a dexterity game by unplugging th... Read all",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
Mr. Bean,1,15,The Best Bits of Mr. Bean,"Dec 15, 1995",8.4,1400,"Mr. Bean and Teddy venture into the loft to look for an umbrella and uncover items from past experiences, like the time Mr. Bean had to dress himself on the way to the dentist, or the time he fell asleep in church or when the Christmas turkey wound up on his head and even the time a tank crushed his Mini.",tt0096657,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems."
