tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Silicon Valley,1,1,Minimum Viable Product,"Apr 6, 2014",7.8,2663,"Richard is a computer programmer. He has to choose between a $10 million deal with Gavin Belson and a $200,000 deal with Peter Gregory, in exchange for his cooperation to make the idea of a super compressing algorithm change the world.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,2,The Cap Table,"Apr 13, 2014",7.8,2147,"Richard hires Jared to design a business plan. Big Head is asked to work for Gavin Belson, where he discovers that Hooli has stolen the Pied Piper algorithm and calls it Nucleus. Meanwhile Richard struggles to get his money from Gregory.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,3,Articles of Incorporation,"Apr 20, 2014",8.1,2066,"The guys find themselves in trouble with their company name when they find out it's already taken. So whilst Richard tries to find a solution, Erlich searches for a new name in another dimension of his consciousness.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,4,Fiduciary Duties,"Apr 27, 2014",7.8,1912,"Richard drunkenly promises to make Erlich a board member, which he regrets the next morning. Big Head finds others at Hooli, who like him, have made careers out of doing nothing. Richard struggles to put Pied Piper's vision into words.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,5,Signaling Risk,"May 4, 2014",8.3,1963,"Now that Pied Piper is the official company name, Erlich wants a logotype to go with it so he hires a very unexpected artist in for the job. Meanwhile Richard gets a tighter deadline for the project after a simple mistake.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,6,Third Party Insourcing,"May 11, 2014",8.5,1981,"Richard comes across a problem in the code writing and hires Kevin, a young kid, to write the code for him.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,7,Proof of Concept,"May 18, 2014",8.6,1979,"Richard has trouble getting Pied Piper ready in time for the TechCrunch Disrupt, while Erlich realizes he slept with the wife of one of the judges of the contest.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,1,8,Optimal Tip-To-Tip Efficiency,"Jun 1, 2014",9.4,3599,Pied Piper makes it to the next stage of Disrupt but runs into trouble with Hooli's presentation. The guys break out into a ridiculous argument and Richard tries to pull Pied Piper together before the big presentation.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,1,Sand Hill Shuffle,"Apr 12, 2015",8.3,1865,Monica deals with her new boss; Richard makes a decision about the company's future.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,2,Runaway Devaluation,"Apr 19, 2015",8.0,1598,"Richard and the guys struggle to find a backer as they face legal and financial woes. Meanwhile, an old enemy pays Richard a visit.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,3,Bad Money,"Apr 26, 2015",8.1,1595,"While considering Gavin's proposal, Richard is approached by a billionaire.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,4,The Lady,"May 3, 2015",7.9,1561,Richard butts heads with Erlich over a prospective hire; Dinesh and Gilfoyle grow suspicious.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,5,Server Space,"May 10, 2015",8.1,1547,Gavin's interference causes Pied Piper to struggle with securing their expansion.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,6,Homicide,"May 17, 2015",8.8,1810,Monica encourages the guys to pounce on an opportunity; Erlich reconnects with a former mentee.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,7,Adult Content,"May 24, 2015",8.5,1571,"With the Pied Piper team fielding job offers, Richard faces the prospect of folding.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,8,White Hat/Black Hat,"May 31, 2015",8.3,1615,Richard accidentally sparks a feud that leads him to become paranoid about security.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,9,Binding Arbitration,"Jun 7, 2015",8.8,1671,"Erlich demands to be put on stand as Pied Piper and Hooli enter Arbitration. Richard faces a moral dilemma now that he realizes that Hooli's claim may have successful potential. Meanwhile back at Pied Piper headquarters, Jared, Dinesh and Gilfoyle question a profound theory and its affiliation to their live stream.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,2,10,Two Days of the Condor,"Jun 14, 2015",9.2,2303,"The verdict on Pied Piper's fate coincides with a startling real-life drama that makes their livestream immensely popular, and emotions run high as the gang tries to keep the company together.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,3,1,Founder Friendly,"Apr 24, 2016",8.2,1628,"After being unceremoniously fired, an angry Richard faces a tough decision: accept the diminished role of CTO, or leave Pied Piper for good. Erlich takes a shine to Jack Barker, Laurie's new choice of CEO, while Dinesh and Gilfoyle weigh their options in Richard's absence. At Hooli, Gavin tries to improve his image by admitting failure, and Big Head gets wind of major changes.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,3,2,Two in the Box,"May 1, 2016",8.1,1455,"The new and improved Pied Piper impresses Dinesh and Gilfoyle, but worries Richard; Jared and Erlich face housing issues; Gavin suggests a controversial move.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,3,3,Meinertzhagen's Haversack,"May 8, 2016",8.6,1606,Richard searches for a way around Jack; Gilfoyle opens himself up to recruiters; Dinesh draws unwanted attention from a recent purchase.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,3,4,Maleant Data Systems Solutions,"May 15, 2016",8.6,1488,The Pied Piper guys struggle to phone it in; Erlich faces competition; Monica takes a stand; Gavin makes a decision about Nucleus.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,3,5,The Empty Chair,"May 22, 2016",8.0,1374,"Richard lets his ego get in the way at an interview; Dinesh, Gilfoyle and Jared misplace hardware; Erlich pitches his plans to Big Head.",tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
Silicon Valley,3,6,Bachmanity Insanity,"May 29, 2016",8.1,1404,Richard's new relationship is threatened by neuroses; Big Head and Erlich's launch party has snags; Dinesh falls for a foreign coworker.,tt2575988,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper."
