tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Death Note,1,1,Rebirth,"Oct 21, 2007",8.5,4600,A brilliant but bored student finds a notebook that can kill anyone whose name he writes in it.,tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,2,Confrontation,"Oct 10, 2006",9.0,4700,"While the world's criminals continue to drop dead, L meets by computer with representatives from various nations. He requests that a task force be set up in Japan.",tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,3,Dealings,"Oct 17, 2006",8.5,3700,"L continues to expand his investigations and suspects the police force while Light starts to use another trait of the book to prove wrong the theories of L. In the meantime, Ryuk offers Light a deal.",tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,4,Pursuit,"Oct 24, 2006",8.8,3700,Light (known to the world as Kira) tests the Death Note to understand the scope of its powers by killing off six convicts in various ways and confirms he can control his victims' actions before they die.,tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,5,Tactics,"Oct 31, 2006",8.5,3500,"Soichiro Yagami demands to meet with L in person when he finds out that L has secretly brought FBI agents into Japan. Light, meanwhile, has found a way to get those very FBI agents off the case - permanently.",tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,6,Unraveling,"Nov 7, 2006",8.3,3400,Light meets a woman at the Police Department with an urgent message for the Kira task force.,tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,7,Overcast,"Nov 14, 2006",9.1,4200,Light uses the Death Note to try to get rid of the woman who could get him captured and is shocked when it doesn't work.,tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,8,Glare,"Nov 21, 2006",8.5,3300,"Light, entirely aware of L's surveillance equipment in his home, begins a very careful game to throw off suspicion.",tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,9,Encounter,"Nov 28, 2006",8.6,3300,"L's suspicions are momentarily subdued, but he does not discard the possibility that Light may be Kira and decides to meet him in person. At the college entrance exams, Light notices a mysterious and eccentric student staring at him.",tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
Death Note,1,10,Doubt,"Dec 5, 2006",8.2,3200,"In a bid to profile Light's behavior, L challenges him to a game of tennis. L asks him some questions regarding the Kira case and invites him to help the investigation. The two then receive news that Light's father has had a heart attack.",tt0877057,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.
