tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Haikyuu!!,1,1,The End & the Beginning,"Apr 5, 2014",8.4,505,"Hinata has been intrigued by volleyball ever since seeing the Small Giant playing. After struggling to find a team, he finally get's to go to a tournament three years later for the first time. There they play against Kitagawa Daiichi, a powerhouse middle school, and Kageyama Tobio who is infamously known as the King of the Court. Their match sparks a interesting rivalry between the two. However, a year later, when Hinata joins a high school volleyball team, he finds a new unexpected team mate there.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,2,Karasuno High School Volleyball Club,"Apr 13, 2014",8.0,434,"After just joining the Karasuno Volleyball team, Hinata is faced with a new obstacle. His middle school rival, Kageyama, is also a potential member of the team. When the disapproving captain arrives, he quickly kicks them out until they can get along.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,3,The Formidable Ally,"Apr 20, 2014",8.3,413,"With sophomore Tanaka on their side, Hinata and Kageyama are up against freshmen Tsukishima and Yamaguchi and third-year team-captain Sawamura in a three-on-three match.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,4,The View from the Summit,"Apr 27, 2014",8.8,427,"Kageyama and Hinata both win their places on the team. But when the team's new coach, Ittetsu Takeda arrives, his announcement of a practice match with one of the top volleyball teams in the prefecture has both of them scrambling.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,5,A Coward's Anxiety,"May 4, 2014",8.2,379,"After the 3 vs 3, the first years are welcomed into the club as full members just in time for a practice match with Aoba Johsai. Will Hinata be able to handle the pressure of his first real match?",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,6,An Interesting Team,"May 11, 2014",8.5,365,"Hinata and Kageyama are in full form, and it looks like victory is inevitable. But when Seijoh's captain Oikawa returns to the court, will Karasuno be able to fend off his super serves?",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,7,Versus the Great King,"May 18, 2014",8.8,367,"Sophomore Nishinoya, the ""Guardian God"" of Karasuno Volleyball Club, returns to rally the other club-members during practice. Meanwhile, Takeda is still pulling for Keishin Ukai to be the next coach of Karasuno High-and he has a plan that just might work.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,8,"He Who Is Called ""Ace""","May 25, 2014",8.7,357,"With the match against Nekoma looming, temp coach Ukai arranges an exhibition against his local volleyball association ... and now Azumane must prove he deserves his title.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,9,A Toss to the Ace,"Jun 1, 2014",9.0,396,"It's time for the Karasu versus Neighborhood Association team practice-match, where Asahi lives up to his title. With Hinata in pure awe of Asahi's gameplay, Kageyama makes moves to get Hinata back on track.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
Haikyuu!!,1,10,Yearning,"Jun 8, 2014",8.5,336,"Gearing up for their match against Nekoma (and for the Inter-High preliminaries), the Karasuno team heads to training camp. But even with their much-improved skills, Keishin must make a difficult choice for setter: Kageyama or Sugawara.",tt3398540,"Determined to be like the volleyball championship's star player Shouyou, a short boy nicknamed ""the small giant,"" joins his school's volleyball club."
